balcony_area,built_up_area,carpet_area,land_area,distance_to_main_road,nearby_hospital_distance,nearby_market_distance,nearby_metro_distance,nearby_playground_distance,building_age,water_supply_hours,year_built,maintenance_fee,property_tax,service_charge,price,view_count,photo_count,balconies,baths,beds,floor,number_of_units,parking_spaces,total_floors,elevator,furnished,gas_connection,generator,internet_available,power_backup,security_guard,servant_room,road_width,facing_direction,kitchen_type,locality,type
113.24,1452.56,1121.2,1557.77,220.0,410.0,280.0,580.0,270.0,21.0,19.0,2005,61.52,805.95,29.44,9469397.67,4775,40,3,4,3,2,117,2,6,True,True,True,True,True,True,False,False,55.0,east,dedicated,Uttara,apartment
73.7,959.16,733.12,1075.2,1065.0,620.0,1320.0,820.0,1470.0,24.0,7.0,2002,22.16,223.88,9.15,2431613.09,4467,15,2,2,2,1,111,1,7,True,True,False,False,True,False,False,False,48.0,west,inline,Paltan,apartment
155.81,2425.68,2113.09,2650.54,115.0,510.0,220.0,520.0,200.0,32.0,9.0,1994,83.74,1038.72,54.34,14075389.65,4132,27,3,4,4,18,78,2,29,True,True,True,True,True,True,True,True,78.0,north,dedicated,Gulshan,condominium
74.68,1504.92,1188.85,2562.98,1475.0,1090.0,810.0,610.0,620.0,40.0,15.0,1986,36.78,490.25,11.76,3460540.94,2125,34,3,5,4,1,1,0,2,False,False,False,False,False,True,False,False,62.0,north,dedicated,Mirpur 1,duplex
84.13,1627.1,1277.91,1712.13,1040.0,1230.0,1110.0,360.0,500.0,38.0,7.0,1988,48.37,474.92,21.83,3632521.12,3643,16,3,3,3,10,40,3,14,True,False,True,False,True,False,False,False,78.0,north,dedicated,Old Dhaka,apartment
90.69,2027.3,1653.52,3655.38,1005.0,1010.0,670.0,620.0,280.0,23.0,22.0,2003,59.82,376.27,27.66,5393738.36,4567,13,3,5,4,1,1,1,2,False,True,True,False,True,False,True,False,38.0,west,dedicated,Badda,duplex
159.05,2068.53,1564.98,2227.38,655.0,350.0,590.0,470.0,280.0,4.0,18.0,2022,108.19,1258.2,58.66,19712678.21,527,21,3,3,3,2,37,3,7,True,False,True,False,True,True,True,True,75.0,west,dedicated,Nikunja,condominium
119.64,1805.72,1380.59,2040.01,910.0,1000.0,600.0,860.0,470.0,34.0,23.0,1992,58.98,507.16,32.98,5503401.59,4519,17,3,4,3,4,144,2,12,True,False,False,True,True,False,False,False,57.0,east,dedicated,Mohammedpur,apartment
133.0,2005.59,1623.65,3988.95,800.0,540.0,400.0,1360.0,520.0,21.0,8.0,2005,37.79,515.37,19.56,5368157.77,1831,8,3,4,4,1,1,1,1,False,True,True,False,False,False,False,False,51.0,west,dedicated,Lalbagh,duplex
51.01,1467.01,1280.59,1681.69,880.0,930.0,620.0,620.0,1110.0,18.0,7.0,2008,25.38,494.39,18.41,4096500.48,4925,40,2,3,2,6,157,3,7,True,False,False,False,True,False,False,True,65.0,east,dedicated,Shahbagh,apartment
87.54,1301.38,1068.93,1473.45,620.0,470.0,200.0,430.0,270.0,10.0,18.0,2016,34.99,510.69,21.54,5271551.76,2914,32,2,2,2,2,112,1,14,True,False,False,True,True,False,True,True,65.0,south,inline,Mohammedpur,apartment
99.3,1367.07,1180.68,1458.47,485.0,640.0,290.0,390.0,220.0,19.0,19.0,2007,43.48,767.2,24.62,8478284.78,3858,4,3,3,3,2,168,1,7,False,True,True,True,True,True,True,False,49.0,west,inline,Nikunja,apartment
205.98,3675.84,3159.32,6582.31,920.0,690.0,790.0,610.0,240.0,21.0,14.0,2005,78.5,1396.3,56.35,17152357.56,1242,5,3,5,4,2,1,2,2,False,True,True,False,True,False,True,True,59.0,west,dedicated,Motijheel,villa
113.73,1839.01,1605.93,2134.63,450.0,250.0,530.0,300.0,470.0,2.0,9.0,2024,72.41,804.66,35.41,8376801.84,1711,17,3,4,3,4,37,1,10,True,False,True,True,True,False,True,False,44.0,south,dedicated,Shyamoli,apartment
159.19,2140.25,1883.46,2384.52,460.0,240.0,80.0,310.0,250.0,15.0,15.0,2011,117.35,981.14,46.91,15322590.46,496,37,3,5,4,2,165,1,30,True,True,True,False,True,False,True,True,62.0,east,dedicated,Baridhara,apartment
246.0,3292.38,2758.42,3726.85,105.0,520.0,510.0,680.0,450.0,3.0,17.0,2023,114.57,1041.92,76.57,31058609.65,2795,40,3,5,4,14,92,1,18,True,False,True,True,True,True,True,False,18.0,east,dedicated,Cantonment,penthouse
86.56,1903.35,1547.3,3520.45,775.0,210.0,980.0,1350.0,560.0,28.0,14.0,1998,46.5,359.6,25.98,4112164.59,501,26,3,3,3,3,1,0,4,False,False,True,False,False,False,True,False,28.0,east,dedicated,Wari,duplex
46.45,1310.49,1000.11,1571.36,130.0,260.0,610.0,320.0,190.0,3.0,14.0,2023,47.53,673.94,20.8,11973556.15,4383,9,2,3,2,11,82,2,11,True,False,True,True,True,True,True,True,49.0,south,inline,Banani,apartment
79.66,1853.4,1625.75,3194.98,1500.0,630.0,740.0,930.0,1030.0,9.0,20.0,2017,28.12,375.88,16.7,6224690.79,2571,23,3,5,4,1,1,1,3,False,False,True,False,True,True,False,False,62.0,west,dedicated,Mirpur 10,duplex
101.89,1306.24,1091.15,1534.58,710.0,120.0,600.0,620.0,400.0,38.0,16.0,1988,50.06,282.87,23.46,4276774.99,305,25,3,4,3,6,96,1,12,False,False,True,False,True,True,False,False,62.0,south,inline,Mohammedpur,condominium
89.05,1317.69,1159.16,1522.98,1375.0,640.0,400.0,830.0,1340.0,17.0,20.0,2009,25.9,387.77,13.12,3336084.58,4278,12,3,3,3,2,79,3,16,True,False,True,False,True,False,True,False,18.0,north,inline,Lalbagh,condominium
116.55,1811.11,1611.62,3144.61,240.0,960.0,200.0,600.0,190.0,7.0,11.0,2019,55.87,484.95,28.06,10095100.83,2370,40,3,3,3,1,1,2,1,False,True,False,False,True,True,True,False,65.0,north,dedicated,Farmgate,townhouse
79.44,1056.9,797.27,1117.75,570.0,110.0,500.0,250.0,470.0,1.0,8.0,2025,56.01,692.58,23.31,8116910.84,2163,27,2,3,2,2,32,2,18,True,True,False,False,True,True,False,False,44.0,west,inline,Gulshan,apartment
308.37,5802.31,4867.12,9926.63,480.0,240.0,340.0,450.0,340.0,2.0,20.0,2024,209.87,2392.88,163.4,69574153.15,2544,31,3,5,5,2,1,1,4,False,False,True,False,True,True,True,True,21.0,north,dedicated,Dhanmondi,villa
162.78,4474.58,3627.22,6896.31,445.0,1400.0,700.0,1290.0,400.0,33.0,15.0,1993,134.07,783.84,56.05,10020631.36,178,13,3,5,4,3,1,2,3,False,False,True,False,True,True,False,False,49.0,west,dedicated,Rampura,bungalow
143.94,1971.62,1717.07,3806.86,250.0,680.0,830.0,950.0,1450.0,16.0,7.0,2010,31.94,490.34,25.58,6091222.63,2339,33,3,5,4,2,1,2,4,False,True,True,True,True,False,False,False,75.0,south,dedicated,Shahbagh,triplex
50.76,1497.05,1338.46,1714.2,605.0,530.0,160.0,250.0,150.0,10.0,19.0,2016,59.59,533.07,27.08,6250007.81,725,12,3,3,3,10,166,3,24,True,False,True,False,True,False,False,False,14.0,south,dedicated,Mohammedpur,apartment
73.04,1088.99,858.71,1242.07,470.0,690.0,440.0,750.0,250.0,24.0,20.0,2002,34.36,232.59,20.06,3657585.81,1000,7,3,3,3,24,48,1,24,True,False,False,False,True,True,True,False,22.0,east,inline,Mohammedpur,apartment
357.19,5565.8,4369.43,6169.75,225.0,480.0,110.0,300.0,550.0,12.0,12.0,2014,292.05,2898.51,144.79,46914624.48,2814,15,3,5,4,3,145,3,14,False,False,False,True,True,False,True,False,41.0,south,dedicated,Dhanmondi,penthouse
60.86,1163.71,890.92,1260.2,725.0,520.0,330.0,940.0,670.0,2.0,22.0,2024,44.75,356.96,14.85,6851583.96,2699,20,2,2,2,5,59,1,15,True,False,True,False,True,False,True,False,73.0,west,inline,Kalabagan,condominium
243.48,3446.76,2718.58,5051.75,215.0,630.0,340.0,150.0,470.0,29.0,16.0,1997,199.87,1378.4,86.06,22020970.91,3255,40,3,5,4,1,1,3,1,False,True,True,True,True,True,True,True,14.0,north,dedicated,Dhanmondi,duplex
108.89,1572.0,1363.14,1777.96,575.0,920.0,460.0,1460.0,1060.0,4.0,20.0,2022,30.63,267.27,16.39,5506572.18,4035,9,3,4,4,4,186,2,6,True,False,True,True,False,False,False,False,35.0,east,dedicated,Badda,condominium
67.12,1357.63,1066.79,1586.95,505.0,1160.0,290.0,840.0,220.0,38.0,19.0,1988,38.84,265.42,16.48,2924712.35,167,15,3,3,3,10,137,2,26,True,True,False,True,True,False,False,False,58.0,west,inline,Old Dhaka,apartment
59.41,838.12,702.9,893.4,555.0,420.0,1180.0,680.0,410.0,19.0,7.0,2007,15.63,146.68,9.94,2215133.36,3131,14,1,2,1,20,167,3,21,True,False,False,False,True,False,False,False,52.0,south,inline,Old Dhaka,apartment
125.26,1972.36,1531.43,2083.73,260.0,490.0,180.0,260.0,560.0,1.0,17.0,2025,78.47,1137.37,32.49,19837700.85,3126,18,3,5,4,12,82,3,26,True,True,True,False,True,False,True,True,73.0,east,dedicated,Banani,condominium
276.24,5595.79,4578.75,5990.08,565.0,450.0,460.0,160.0,680.0,19.0,17.0,2007,311.41,3477.03,91.2,45780663.29,1823,34,3,5,5,7,171,1,29,True,True,True,True,True,True,True,False,27.0,south,dedicated,Baridhara,penthouse
124.36,3024.4,2465.3,3596.38,135.0,470.0,240.0,110.0,360.0,10.0,23.0,2016,118.39,1880.33,77.27,29956414.19,249,33,3,4,4,10,11,1,10,True,True,True,False,True,True,True,True,63.0,east,dedicated,Uttara,penthouse
128.25,2079.68,1704.6,3970.64,1385.0,270.0,670.0,700.0,800.0,22.0,15.0,2004,32.47,564.7,21.31,5652801.84,4643,17,3,4,4,1,1,3,1,False,False,False,False,False,True,False,False,35.0,north,dedicated,Mirpur 1,townhouse
550.9,7066.9,5915.12,10504.0,290.0,500.0,490.0,690.0,620.0,23.0,14.0,2003,251.94,2351.44,199.71,50818416.57,1514,22,3,6,5,2,1,1,2,False,True,True,True,True,True,False,False,48.0,south,dedicated,Cantonment,bungalow
126.71,2064.91,1709.96,2258.96,485.0,410.0,390.0,350.0,420.0,39.0,15.0,1987,117.59,1230.64,40.47,10660543.71,3096,22,3,5,4,18,43,2,27,True,True,True,False,True,True,True,False,57.0,south,dedicated,Baridhara,apartment
210.12,3701.47,2865.38,5435.55,210.0,940.0,120.0,790.0,950.0,20.0,16.0,2006,142.71,1638.04,42.79,15643502.84,4206,25,3,4,4,1,1,1,2,True,True,True,True,True,False,False,True,42.0,west,dedicated,Shyamoli,triplex
102.21,2736.16,2287.59,4699.08,490.0,560.0,1420.0,230.0,900.0,38.0,17.0,1988,59.32,455.25,34.3,6278036.82,1642,35,3,7,6,3,1,1,4,False,False,True,True,False,True,False,False,53.0,west,dedicated,Old Dhaka,duplex
96.84,1884.64,1615.88,3017.26,630.0,290.0,180.0,530.0,880.0,5.0,9.0,2021,74.88,829.29,20.09,10342519.57,774,4,3,5,4,1,1,0,1,False,True,False,False,True,True,True,False,73.0,east,dedicated,Kalabagan,duplex
52.75,1319.93,1171.09,1550.71,840.0,520.0,1090.0,360.0,560.0,9.0,14.0,2017,39.49,382.51,10.56,4225011.32,4683,31,3,4,3,9,135,3,15,True,True,False,True,True,False,False,False,57.0,south,inline,Malibagh,condominium
34.63,1121.62,964.53,1221.37,980.0,620.0,420.0,610.0,1300.0,30.0,20.0,1996,30.28,315.03,10.7,2255994.27,4427,26,2,3,2,2,47,0,24,True,False,True,False,True,True,False,False,47.0,west,inline,Wari,apartment
54.98,1441.21,1279.99,1560.37,250.0,130.0,530.0,130.0,500.0,11.0,9.0,2015,72.99,545.77,28.26,11861050.87,3530,11,2,3,2,8,58,1,22,True,True,True,True,True,True,True,True,79.0,south,dedicated,Uttara,apartment
64.52,1081.56,918.21,1211.73,375.0,210.0,520.0,420.0,110.0,33.0,9.0,1993,51.21,412.48,16.45,5533231.09,2358,14,2,2,2,1,26,1,14,True,True,True,True,True,True,False,True,51.0,south,inline,Baridhara,apartment
49.2,901.39,811.08,960.68,1290.0,560.0,1140.0,1130.0,960.0,15.0,8.0,2011,17.21,244.02,12.1,2308607.75,3947,29,2,2,2,17,178,3,20,True,False,False,False,False,True,False,False,26.0,east,inline,Wari,apartment
86.68,1123.99,881.91,1185.2,540.0,1320.0,650.0,910.0,1440.0,16.0,15.0,2010,17.39,361.42,12.06,3107519.95,2626,28,2,2,2,2,27,2,29,True,True,False,True,True,False,False,False,26.0,east,inline,Mirpur 10,condominium
65.05,1191.89,1020.15,1275.52,365.0,1250.0,680.0,960.0,1190.0,10.0,17.0,2016,29.05,274.46,12.34,4127888.79,3424,26,3,4,3,13,134,1,28,True,False,True,False,False,False,False,False,34.0,north,inline,Mirpur 1,condominium
367.81,8129.25,6176.81,12758.33,185.0,580.0,370.0,480.0,160.0,4.0,18.0,2022,316.92,3053.83,240.15,91692285.76,667,38,3,7,6,1,1,3,1,True,True,True,True,False,True,True,False,67.0,north,dedicated,Banani,villa
42.52,1229.03,1058.73,1446.12,595.0,670.0,890.0,560.0,270.0,27.0,18.0,1999,36.85,498.96,20.41,4590917.83,2244,38,3,4,3,6,79,2,9,True,False,False,True,False,True,False,False,39.0,east,inline,Farmgate,apartment
68.34,1417.53,1174.2,1519.82,930.0,1040.0,770.0,250.0,410.0,14.0,14.0,2012,24.16,426.2,13.38,4309529.65,1491,6,2,2,2,5,121,2,10,True,False,False,False,False,False,True,False,29.0,south,dedicated,Tejgaon,condominium
90.24,1202.73,1058.5,1336.3,960.0,1170.0,710.0,510.0,750.0,33.0,12.0,1993,20.64,399.14,10.6,2711878.88,2133,7,2,2,2,3,111,0,17,False,False,False,False,False,True,False,False,20.0,south,inline,Shahbagh,condominium
55.24,1258.74,990.57,1469.76,1090.0,510.0,900.0,780.0,210.0,2.0,22.0,2024,37.02,405.45,18.2,4117774.08,1978,23,3,3,3,6,131,0,10,True,False,False,False,False,False,True,False,33.0,south,inline,Mirpur 10,condominium
296.66,4270.64,3615.8,4659.72,265.0,680.0,500.0,100.0,280.0,34.0,18.0,1992,111.51,972.45,67.3,16306845.08,1115,30,3,6,5,8,130,1,8,True,False,True,True,True,False,False,False,14.0,north,dedicated,Farmgate,penthouse
88.47,1907.52,1600.32,2083.53,980.0,1450.0,390.0,420.0,940.0,39.0,17.0,1987,29.02,562.73,21.83,5469347.99,4098,11,3,4,4,7,104,0,8,True,False,False,False,False,False,True,False,23.0,east,dedicated,Tejgaon,penthouse
386.6,5904.3,5138.73,11078.86,575.0,210.0,230.0,140.0,220.0,15.0,12.0,2011,221.02,2284.7,108.33,36023401.35,2367,20,3,6,5,1,1,2,1,False,True,False,True,True,True,False,False,44.0,north,dedicated,Kalabagan,villa
145.32,2663.25,2291.81,5240.03,125.0,150.0,520.0,280.0,180.0,29.0,14.0,1997,102.6,1547.95,73.3,17492615.28,4664,17,3,4,4,1,1,1,4,True,True,True,True,True,False,True,True,79.0,east,dedicated,Nikunja,townhouse
361.56,6585.08,5181.95,9293.51,55.0,480.0,680.0,670.0,260.0,15.0,17.0,2011,342.07,4339.74,171.31,55991786.46,1781,7,3,6,6,1,1,2,3,False,True,False,False,True,True,False,False,43.0,south,dedicated,Niketon,bungalow
74.57,1493.14,1205.28,1607.67,325.0,460.0,680.0,780.0,700.0,16.0,12.0,2010,28.41,249.23,17.92,4167775.8,3066,15,2,2,2,28,112,3,30,True,False,False,False,True,False,False,False,33.0,west,dedicated,Tejgaon,condominium
107.32,1634.01,1384.24,1943.82,1390.0,860.0,870.0,740.0,800.0,13.0,16.0,2013,42.17,354.01,22.22,4954133.99,4174,5,3,5,4,21,175,0,22,True,False,False,True,True,False,False,False,32.0,north,dedicated,Malibagh,condominium
123.15,1888.19,1534.03,2934.36,350.0,480.0,310.0,530.0,520.0,29.0,18.0,1997,73.8,1003.15,51.35,12037475.27,3285,23,3,5,4,4,1,1,4,False,True,True,True,True,True,True,True,20.0,west,dedicated,Bashundhara,duplex
82.66,2042.87,1795.38,2343.77,180.0,590.0,420.0,80.0,60.0,21.0,17.0,2005,99.92,1363.22,52.49,14075280.65,4790,39,3,3,3,8,121,3,26,True,True,True,True,False,True,True,False,13.0,east,dedicated,Baridhara,apartment
137.29,1870.92,1657.19,2029.55,310.0,920.0,300.0,410.0,640.0,23.0,12.0,2003,68.94,435.53,31.0,6436894.92,3247,30,3,4,4,5,14,3,7,True,False,True,False,True,True,True,True,61.0,east,dedicated,Kafrul,apartment
240.89,5968.4,4621.36,10736.88,165.0,380.0,610.0,570.0,270.0,2.0,18.0,2024,199.46,3048.32,109.82,54287016.55,2837,26,3,4,4,1,1,3,1,True,True,True,False,True,True,True,True,72.0,south,dedicated,Uttara,triplex
96.17,1515.14,1253.49,1751.44,425.0,210.0,840.0,280.0,970.0,8.0,9.0,2018,53.61,619.24,15.25,6805147.4,2399,36,3,3,3,15,38,0,20,False,True,True,True,True,False,False,False,46.0,north,dedicated,Shyamoli,apartment
125.09,1848.44,1428.36,2057.79,305.0,650.0,70.0,150.0,420.0,7.0,14.0,2019,109.67,1108.42,54.9,15690003.16,2472,30,3,5,4,3,119,2,13,True,False,True,False,True,True,True,True,39.0,west,dedicated,Dhanmondi,apartment
193.84,2716.73,2177.8,5257.25,865.0,640.0,610.0,1030.0,230.0,18.0,10.0,2008,77.03,539.28,31.38,8095109.51,2539,31,3,5,4,2,1,3,2,False,False,False,True,True,False,False,False,47.0,south,dedicated,Lalbagh,triplex
75.37,1204.95,912.34,1287.74,275.0,510.0,800.0,230.0,480.0,3.0,15.0,2023,34.03,368.98,13.16,5292199.05,1809,32,3,3,3,10,198,1,15,True,True,True,False,True,False,False,False,29.0,south,inline,Mohammedpur,apartment
214.49,3904.01,3082.43,4347.17,290.0,440.0,670.0,320.0,130.0,8.0,23.0,2018,184.09,1395.64,60.92,36341301.06,3117,23,3,4,4,16,197,1,20,False,True,True,False,True,True,True,False,14.0,west,dedicated,Baridhara,penthouse
70.07,941.19,832.14,1018.68,515.0,500.0,500.0,880.0,390.0,38.0,15.0,1988,33.88,284.62,15.67,3148983.5,3289,25,3,3,3,16,10,3,29,True,False,True,False,True,True,False,False,21.0,west,inline,Kafrul,condominium
30.0,944.09,731.52,1080.53,320.0,900.0,740.0,500.0,830.0,28.0,20.0,1998,30.34,199.43,13.23,3406670.37,240,25,2,2,2,23,89,0,30,True,False,True,False,True,True,False,False,77.0,south,inline,Motijheel,apartment
42.96,752.5,674.97,822.33,510.0,510.0,980.0,860.0,860.0,37.0,7.0,1989,22.0,157.79,7.16,1585149.44,586,34,2,2,2,5,32,2,11,True,True,False,False,True,True,False,False,76.0,north,inline,Malibagh,apartment
61.04,1442.52,1227.96,1634.67,420.0,1400.0,280.0,560.0,530.0,31.0,18.0,1995,36.35,444.23,21.63,2793587.81,4230,22,2,2,2,5,155,2,10,True,False,True,True,False,False,False,True,67.0,south,dedicated,Badda,apartment
130.21,1965.34,1718.84,2358.06,50.0,640.0,360.0,490.0,320.0,0.0,18.0,2026,111.75,1151.54,50.21,16858271.73,685,38,3,5,4,7,166,2,19,True,False,True,True,True,True,True,False,34.0,west,dedicated,Banani,apartment
123.96,1558.97,1358.1,1689.69,510.0,270.0,640.0,630.0,1230.0,19.0,8.0,2007,45.45,414.95,20.76,4504940.79,3707,11,3,3,3,14,29,2,28,False,True,False,True,True,True,False,False,69.0,west,dedicated,Malibagh,condominium
232.3,7018.2,6087.56,13134.92,350.0,450.0,330.0,120.0,470.0,34.0,14.0,1992,352.83,3466.67,108.01,47511278.84,934,10,3,5,5,1,1,1,1,False,True,True,True,True,False,True,False,57.0,north,dedicated,Baridhara,bungalow
52.3,1221.56,1032.95,1359.78,580.0,870.0,1460.0,1050.0,390.0,37.0,17.0,1989,22.67,311.37,16.67,2496162.43,2866,16,2,2,2,20,123,1,29,True,False,True,False,False,True,False,False,22.0,south,inline,Badda,condominium
106.58,1997.06,1705.05,3594.85,955.0,770.0,400.0,280.0,270.0,34.0,19.0,1992,79.48,436.22,27.22,6334196.16,993,13,3,4,4,3,1,3,3,False,False,False,False,False,False,False,False,26.0,east,dedicated,Farmgate,duplex
102.86,2326.9,1814.68,2519.66,315.0,690.0,830.0,950.0,980.0,29.0,11.0,1997,92.97,976.36,43.78,7473878.18,1233,12,3,6,6,12,54,1,14,True,True,False,False,True,False,True,False,20.0,west,dedicated,Kafrul,condominium
70.93,1772.48,1339.54,2619.4,840.0,110.0,780.0,690.0,990.0,2.0,23.0,2024,69.18,455.34,33.06,10024649.21,1769,34,3,4,4,2,1,1,3,False,False,False,False,False,True,True,False,65.0,east,dedicated,Motijheel,duplex
199.61,4372.18,3798.49,4713.98,500.0,430.0,240.0,420.0,70.0,17.0,20.0,2009,149.41,2941.8,129.67,37582839.71,4989,40,3,5,5,23,116,1,30,True,True,True,False,True,False,False,True,41.0,east,dedicated,Gulshan,penthouse
72.47,1220.52,1087.33,1373.53,1295.0,710.0,1230.0,1270.0,1300.0,36.0,12.0,1990,25.91,324.44,10.8,2497289.8,3201,15,2,3,2,15,80,3,27,True,False,True,False,False,False,False,True,18.0,east,inline,Wari,apartment
92.5,1506.46,1191.71,1647.74,1170.0,720.0,1310.0,210.0,350.0,36.0,13.0,1990,43.32,437.44,14.99,3434169.02,608,9,3,4,3,4,136,0,8,True,False,False,False,True,True,True,True,55.0,east,dedicated,Rampura,condominium
136.4,1896.38,1468.19,3308.32,375.0,100.0,150.0,800.0,790.0,36.0,13.0,1990,73.16,492.37,26.07,6114710.1,3504,5,3,4,4,2,1,0,2,True,False,True,True,True,True,False,False,59.0,north,dedicated,Motijheel,duplex
96.74,1352.64,1176.17,1454.33,475.0,1060.0,490.0,560.0,1010.0,5.0,6.0,2021,21.18,307.16,19.13,4329993.56,4142,10,3,4,3,1,116,1,11,True,False,False,False,True,True,True,False,13.0,south,inline,Badda,apartment
122.56,1550.05,1302.01,1789.45,1185.0,510.0,360.0,760.0,520.0,10.0,6.0,2016,25.1,377.45,13.22,4458051.68,3128,17,3,4,3,25,187,0,27,True,False,False,False,True,False,True,False,79.0,west,dedicated,Rampura,condominium
66.7,1519.16,1214.27,1741.78,695.0,780.0,620.0,210.0,1330.0,39.0,17.0,1987,24.38,408.57,13.59,2888008.0,1722,12,3,5,4,2,143,1,30,True,False,True,True,True,False,False,False,59.0,west,dedicated,Old Dhaka,apartment
91.53,1715.62,1396.41,1843.65,530.0,580.0,540.0,570.0,60.0,22.0,15.0,2004,71.1,1002.91,47.71,11818769.57,4925,38,3,4,3,4,118,3,12,True,False,True,False,True,False,True,True,44.0,east,dedicated,Baridhara,apartment
268.76,4973.21,4149.25,7791.03,695.0,660.0,130.0,160.0,550.0,40.0,22.0,1986,291.99,2893.62,132.13,35745859.4,4052,27,3,4,4,2,1,2,4,True,True,False,False,False,True,True,False,52.0,east,dedicated,Cantonment,villa
49.94,1038.97,922.84,1201.04,445.0,1280.0,750.0,530.0,590.0,31.0,15.0,1995,30.67,230.42,12.92,2061471.81,3421,9,3,4,3,6,180,2,6,True,True,False,False,True,True,True,False,38.0,north,inline,Rampura,apartment
413.71,8291.13,7374.98,12853.45,190.0,540.0,180.0,580.0,170.0,7.0,16.0,2019,493.23,3857.65,232.77,95786485.17,944,14,3,5,4,2,1,3,2,True,False,True,True,True,True,True,True,76.0,east,dedicated,Bashundhara,villa
124.21,1951.83,1603.79,2078.93,580.0,480.0,660.0,300.0,90.0,27.0,24.0,1999,79.4,658.87,38.95,12209164.86,3341,12,3,3,3,3,11,1,7,True,True,True,False,True,True,False,False,35.0,south,dedicated,Baridhara,condominium
101.13,1660.04,1336.78,1907.11,1410.0,1480.0,1410.0,1310.0,1380.0,39.0,14.0,1987,43.18,309.73,16.11,3472901.81,4310,40,3,4,3,17,115,2,21,True,False,False,False,False,True,False,False,66.0,south,dedicated,Badda,condominium
157.83,2747.95,2338.39,5272.24,485.0,820.0,530.0,1370.0,360.0,25.0,20.0,2001,46.82,785.96,31.63,6105403.14,2776,18,3,5,5,2,1,1,2,False,True,False,False,True,False,True,False,34.0,east,dedicated,Tejgaon,triplex
157.02,3199.14,2752.54,5654.05,435.0,300.0,170.0,330.0,550.0,35.0,12.0,1991,172.52,1111.27,92.8,20206841.92,4889,18,3,5,4,2,1,1,4,False,True,True,False,True,True,True,False,77.0,north,dedicated,Niketon,duplex
314.09,5711.53,5000.92,6387.59,575.0,520.0,150.0,600.0,660.0,2.0,7.0,2024,209.91,3690.7,148.7,63152413.99,4043,29,3,6,6,10,47,2,25,True,True,False,True,False,True,True,False,46.0,east,dedicated,Bashundhara,penthouse
328.2,5136.61,4112.43,10240.89,245.0,730.0,220.0,360.0,230.0,22.0,14.0,2004,125.14,1971.58,89.81,20011005.03,4765,10,3,7,6,4,1,1,4,True,False,True,True,True,False,False,True,76.0,south,dedicated,Kafrul,bungalow
87.73,2673.39,2072.5,4226.97,1490.0,320.0,1070.0,800.0,1260.0,3.0,20.0,2023,55.42,624.13,32.73,8008227.24,1005,9,3,5,4,2,1,3,4,False,False,False,False,True,True,False,False,77.0,east,dedicated,Paltan,townhouse
202.38,4632.69,3872.44,5382.27,595.0,580.0,400.0,470.0,540.0,21.0,7.0,2005,167.81,1593.63,115.26,40017084.1,1524,4,3,7,6,6,108,1,24,True,True,True,False,True,True,False,True,50.0,east,dedicated,Bashundhara,penthouse
66.61,1554.85,1186.62,1808.23,560.0,700.0,720.0,140.0,130.0,40.0,17.0,1986,35.5,394.63,28.86,5070609.53,4572,17,3,4,3,2,139,1,8,True,True,False,False,False,False,True,False,59.0,south,dedicated,Motijheel,condominium
