Split,Id,MSZoning,LotArea,Street,Utilities,LandSlope,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,MiscFeature,SalePrice,Electtrical
labeled,476,RL,9750,Pave,AllPub,Gtl,1Story,2000.0,2001,Gable,PConc,1630,GasA,Y,SBrkr,1630,0,1630,0,2,3,1,6,1,Attchd,2000.0,Unf,2,451,Y,234,0,0,,213000.0,
labeled,477,RM,4435,Pave,AllPub,Gtl,1Story,2003.0,2003,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,3,0,Attchd,2003.0,Fin,2,420,Y,0,0,0,,136500.0,
labeled,478,RL,6292,Pave,AllPub,Gtl,1.5Fin,1928.0,1950,Gable,BrkTil,861,GasA,Y,SBrkr,877,600,1477,0,2,3,1,6,1,Detchd,1928.0,Unf,1,216,Y,50,0,0,,145000.0,
labeled,479,RL,8750,Pave,AllPub,Gtl,2Story,1996.0,1996,Gable,PConc,880,GasA,Y,SBrkr,909,807,1716,0,2,2,1,7,1,Attchd,1996.0,RFn,2,512,Y,120,0,0,,191000.0,
labeled,480,RL,10140,Pave,AllPub,Gtl,2Story,1976.0,1976,Gable,PConc,832,GasA,Y,SBrkr,832,832,1664,0,2,4,1,8,1,Attchd,1976.0,RFn,2,528,Y,28,0,0,,162900.0,
labeled,481,RH,10896,Pave,AllPub,Gtl,2.5Fin,1914.0,1995,Hip,CBlock,1440,GasA,Y,FuseA,1440,1440,3395,0,2,8,2,14,0,,,,0,0,N,110,0,0,,200000.0,
labeled,482,RL,8924,Pave,AllPub,Gtl,2Story,1998.0,1999,Gable,PConc,880,GasA,Y,SBrkr,880,844,1724,0,2,3,1,8,0,Attchd,1998.0,Fin,2,527,Y,155,0,0,,188000.0,
labeled,483,RL,11287,Pave,AllPub,Gtl,2Story,1989.0,1989,Gable,CBlock,807,GasA,Y,SBrkr,1175,807,1982,0,2,3,1,7,1,Attchd,1989.0,Fin,2,575,Y,84,0,0,,228500.0,
labeled,484,RL,9548,Pave,AllPub,Gtl,2Story,2003.0,2003,Gable,PConc,941,GasA,Y,SBrkr,941,888,1829,1,2,3,1,7,1,Attchd,2003.0,RFn,2,613,Y,39,0,0,,237000.0,
labeled,485,RL,10721,Pave,AllPub,Gtl,1Story,1959.0,1959,Hip,CBlock,1252,GasA,Y,SBrkr,1252,0,1252,0,1,3,1,7,0,Detchd,1960.0,Unf,2,528,Y,39,0,0,,142000.0,
labeled,486,RM,7200,Pave,AllPub,Gtl,1Story,1940.0,1992,Gable,CBlock,788,GasA,Y,SBrkr,804,0,804,1,1,2,1,4,2,Attchd,1940.0,Unf,1,240,Y,0,154,0,,119000.0,
labeled,487,RL,11235,Pave,AllPub,Gtl,1Story,1963.0,1979,Gable,CBlock,1051,GasA,Y,SBrkr,1382,0,1382,0,1,3,1,6,1,Attchd,1974.0,Unf,2,459,Y,82,0,0,,148000.0,
labeled,488,RL,7227,Pave,AllPub,Mod,1.5Unf,1954.0,1954,Gable,CBlock,832,GasA,Y,SBrkr,832,0,832,0,1,2,1,4,0,Detchd,1962.0,Unf,2,528,Y,0,0,0,,105500.0,
labeled,489,RL,8816,Pave,AllPub,Gtl,SLvl,1971.0,1971,Gable,CBlock,1010,GasA,Y,SBrkr,1052,0,1052,1,1,3,1,6,0,Attchd,1971.0,Unf,2,440,Y,0,0,0,,155000.0,
labeled,490,RM,1680,Pave,AllPub,Gtl,2Story,1971.0,1971,Gable,CBlock,630,GasA,Y,SBrkr,630,672,1302,0,2,3,1,6,0,Detchd,1991.0,Unf,1,280,Y,0,0,0,,112000.0,
labeled,491,RM,5400,Pave,AllPub,Gtl,1Story,1926.0,2004,Gable,BrkTil,1149,GasA,Y,FuseA,1149,467,1616,0,2,3,1,5,0,Detchd,1926.0,Unf,1,216,Y,0,183,0,,152000.0,
labeled,492,RL,2268,Pave,AllPub,Gtl,2Story,2003.0,2004,Gable,PConc,764,GasA,Y,SBrkr,764,862,1626,0,2,2,1,6,0,BuiltIn,2003.0,RFn,2,474,Y,27,0,0,,173000.0,
labeled,493,RL,11767,Pave,AllPub,Gtl,1.5Fin,1946.0,1995,Gable,CBlock,768,GasA,Y,SBrkr,768,432,1200,0,1,3,1,6,0,Detchd,1946.0,Unf,1,240,Y,0,0,0,,130500.0,
labeled,494,RH,12155,Pave,AllPub,Gtl,2Story,1925.0,1950,Gable,BrkTil,672,GasA,N,SBrkr,810,672,1482,0,2,4,1,7,0,Detchd,1934.0,Unf,1,400,P,0,254,0,,140000.0,
labeled,495,RL,6600,Pave,AllPub,Gtl,1Story,1982.0,2003,Gable,PConc,816,GasA,Y,SBrkr,816,0,816,1,1,2,1,4,0,Detchd,1985.0,Fin,2,816,Y,0,0,0,,138000.0,
labeled,496,RL,9950,Pave,AllPub,Gtl,2Story,1995.0,1995,Gable,PConc,1203,GasA,Y,SBrkr,1214,1306,2520,0,2,4,1,9,1,Attchd,1995.0,RFn,3,721,Y,114,0,0,,290000.0,
labeled,497,RL,8532,Pave,AllPub,Gtl,1Story,1954.0,1990,Hip,CBlock,1297,GasA,Y,SBrkr,1297,0,1297,0,1,3,1,5,1,Attchd,1954.0,Fin,2,498,Y,0,0,0,,153000.0,
labeled,498,RM,6000,Pave,AllPub,Gtl,1.5Fin,1936.0,1950,Gable,BrkTil,672,GasA,Y,SBrkr,757,567,1324,0,1,3,1,6,0,Detchd,1936.0,Unf,1,240,Y,0,0,0,,128000.0,
labeled,499,RL,9842,Pave,AllPub,Gtl,1Story,1962.0,1962,Gable,Slab,0,GasA,Y,SBrkr,1224,0,1224,0,2,2,2,6,0,CarPort,1962.0,Unf,2,462,Y,0,0,0,,101800.0,
labeled,500,RL,8724,Pave,AllPub,Gtl,1Story,1968.0,1968,Gable,CBlock,894,GasA,Y,SBrkr,894,0,894,0,1,3,1,5,1,Attchd,1968.0,Fin,2,450,Y,0,0,0,,129000.0,
labeled,501,RL,8450,Pave,AllPub,Gtl,1Story,2000.0,2001,Gable,PConc,1349,GasA,Y,SBrkr,1349,0,1349,0,2,3,1,6,0,Attchd,2000.0,Unf,2,539,Y,55,0,0,,179000.0,
labeled,502,RL,9560,Pave,AllPub,Gtl,1Story,1972.0,1972,Hip,CBlock,864,GasA,Y,SBrkr,864,0,864,0,1,3,1,5,0,Attchd,1972.0,RFn,1,288,Y,0,0,0,,128500.0,
labeled,503,RL,9245,Pave,AllPub,Gtl,1Story,1994.0,1995,Gable,PConc,990,GasA,Y,SBrkr,990,0,990,0,1,3,1,5,0,Detchd,1996.0,Unf,2,672,Y,0,0,0,,145000.0,
labeled,504,RL,7990,Pave,AllPub,Gtl,1Story,1975.0,1975,Hip,CBlock,924,GasA,Y,SBrkr,924,0,924,0,1,3,1,5,0,Detchd,1981.0,Unf,1,280,Y,0,0,0,,110000.0,
labeled,505,RL,9571,Pave,AllPub,Gtl,1Story,1956.0,1956,Gable,CBlock,1144,GasA,Y,SBrkr,1144,0,1144,1,1,3,1,6,0,Attchd,1956.0,Unf,1,596,Y,0,0,0,,129000.0,
labeled,506,RL,7406,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1199,GasA,Y,SBrkr,1220,0,1220,1,2,2,1,6,0,Attchd,2006.0,RFn,2,632,Y,54,0,0,,194000.0,
labeled,507,RL,8738,Pave,AllPub,Gtl,2Story,1999.0,1999,Gable,PConc,975,GasA,Y,SBrkr,1005,1286,2291,0,2,4,1,8,1,BuiltIn,1999.0,Fin,2,429,Y,0,0,0,,230000.0,
labeled,508,RL,10655,Pave,AllPub,Gtl,1Story,2003.0,2004,Gable,PConc,3206,GasA,Y,SBrkr,1629,0,1629,1,2,3,1,7,1,Attchd,2003.0,RFn,3,880,Y,0,0,0,,284000.0,
labeled,509,RM,4435,Pave,AllPub,Gtl,1Story,2003.0,2003,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,3,0,Attchd,2003.0,Fin,2,420,Y,0,0,0,,131500.0,
labeled,510,RM,3675,Pave,AllPub,Gtl,SLvl,2005.0,2005,Gable,PConc,547,GasA,Y,SBrkr,1072,0,1072,1,1,2,1,5,0,Basment,2005.0,Fin,2,525,Y,28,0,0,,145000.0,
labeled,511,RM,8800,Pave,AllPub,Gtl,1.5Fin,1910.0,2004,Gable,BrkTil,576,GasA,Y,SBrkr,792,348,1140,0,1,3,1,7,0,,,,0,0,N,160,0,0,,96500.0,
labeled,512,RL,9250,Pave,AllPub,Gtl,1Story,1954.0,2005,Gable,CBlock,1056,GasA,Y,SBrkr,1056,0,1056,0,1,3,1,6,0,Attchd,1954.0,Unf,1,260,Y,0,0,0,,139400.0,
labeled,513,RM,6000,Pave,AllPub,Gtl,1.5Fin,1941.0,1950,Gable,BrkTil,735,GasA,Y,SBrkr,869,349,1218,0,1,3,1,6,1,Detchd,2003.0,Unf,2,440,Y,0,0,0,,131000.0,
labeled,514,RL,3182,Pave,AllPub,Gtl,1Story,2005.0,2006,Gable,PConc,1145,GasA,Y,SBrkr,1145,0,1145,0,2,2,1,5,1,Attchd,2005.0,Fin,2,397,Y,16,0,0,,160200.0,
labeled,515,RL,7750,Pave,AllPub,Gtl,SLvl,2002.0,2002,Hip,PConc,408,GasA,Y,SBrkr,779,640,1419,1,2,3,1,7,1,BuiltIn,2002.0,Fin,2,527,Y,0,0,0,,184100.0,
labeled,516,RL,8158,Pave,AllPub,Gtl,2Story,2003.0,2003,Gable,PConc,884,GasA,Y,SBrkr,884,884,1768,1,2,3,1,8,0,Attchd,2003.0,RFn,2,543,Y,63,0,0,,224900.0,
labeled,517,RL,9060,Pave,AllPub,Gtl,1.5Fin,1939.0,1950,Gable,BrkTil,560,GasA,Y,SBrkr,698,560,1258,0,1,2,1,6,0,Detchd,1939.0,Unf,1,280,P,0,0,0,,105000.0,
labeled,518,RM,2368,Pave,AllPub,Gtl,2Story,1970.0,1970,Gable,CBlock,765,GasA,Y,SBrkr,765,600,1365,0,1,3,1,7,0,Attchd,1970.0,Unf,2,440,Y,36,0,0,,125000.0,
labeled,519,RL,7200,Pave,AllPub,Gtl,1Story,1950.0,1950,Gable,Slab,0,GasA,Y,FuseA,1040,0,1040,0,1,2,1,4,0,Detchd,1950.0,Unf,2,420,Y,29,0,0,,109900.0,
labeled,520,RL,12209,Pave,AllPub,Gtl,2Story,2001.0,2002,Gable,PConc,804,GasA,Y,SBrkr,804,1157,1961,1,2,3,1,7,1,BuiltIn,2001.0,Fin,2,560,Y,192,0,0,,215000.0,
labeled,521,RL,8049,Pave,AllPub,Gtl,1Story,1990.0,1990,Hip,CBlock,1309,GasA,Y,SBrkr,1339,0,1339,1,2,2,1,6,1,Attchd,1990.0,Fin,2,484,Y,58,0,0,,180000.0,
labeled,522,RL,7800,Pave,AllPub,Gtl,1Story,1954.0,1954,Gable,PConc,1268,GasA,Y,SBrkr,1268,0,1268,0,1,2,1,7,1,Attchd,1954.0,Fin,1,244,Y,98,0,0,,132000.0,
labeled,523,RL,11146,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1709,GasA,Y,SBrkr,1717,0,1717,0,2,3,1,7,1,Attchd,2006.0,RFn,3,908,Y,39,0,0,,255500.0,
labeled,524,RH,4270,Pave,AllPub,Mod,1Story,1931.0,2006,Gable,BrkTil,544,GasA,Y,SBrkr,774,0,774,0,1,3,1,6,0,,,,0,0,Y,0,286,0,,79000.0,
labeled,525,RL,9717,Pave,AllPub,Gtl,1Story,1950.0,1996,Hip,CBlock,1078,GasA,Y,FuseA,1078,0,1078,1,1,2,1,5,0,Attchd,1950.0,Unf,1,240,Y,0,112,0,,142125.0,
labeled,526,RL,7180,Pave,AllPub,Gtl,1Story,1972.0,1972,Hip,CBlock,864,GasA,Y,SBrkr,864,0,864,0,1,3,1,5,0,Detchd,1989.0,Unf,1,352,Y,0,0,0,,127000.0,
labeled,527,RL,20544,Pave,AllPub,Gtl,2Story,1986.0,1991,Gable,CBlock,791,GasA,Y,SBrkr,1236,857,2093,0,2,3,1,7,1,Attchd,1986.0,Fin,2,542,Y,63,0,0,,215000.0,
labeled,528,RL,8750,Pave,AllPub,Gtl,2Story,1998.0,1998,Gable,PConc,804,GasA,Y,SBrkr,804,878,1682,0,2,3,1,7,0,Attchd,1998.0,RFn,2,523,Y,77,0,0,,200500.0,
labeled,529,RL,5868,Pave,AllPub,Gtl,1Story,1956.0,2000,Gable,CBlock,936,GasA,Y,SBrkr,936,0,936,1,1,2,1,4,0,Attchd,1956.0,Fin,1,308,Y,0,80,0,,129000.0,
labeled,530,RL,8926,Pave,AllPub,Gtl,1Story,1956.0,1956,Gable,CBlock,672,GasA,Y,FuseA,960,0,960,0,1,3,1,5,0,Basment,1956.0,Unf,1,288,Y,0,0,0,,112000.0,
labeled,531,RM,6300,Pave,AllPub,Gtl,2.5Unf,1914.0,2001,Gable,CBlock,742,GasA,Y,SBrkr,742,742,1484,0,2,3,1,9,1,,,,0,0,Y,291,134,0,,128000.0,
labeled,532,RL,13825,Pave,AllPub,Gtl,SLvl,1958.0,1987,Gable,CBlock,533,GasA,Y,SBrkr,1021,580,1601,0,1,3,1,6,0,BuiltIn,1958.0,RFn,1,300,Y,34,0,0,,140000.0,
labeled,533,RL,7535,Pave,AllPub,Gtl,1Story,1958.0,1985,Gable,CBlock,912,GasA,Y,SBrkr,912,0,912,0,1,2,1,5,0,Attchd,1958.0,Fin,1,297,Y,285,0,0,Shed,120000.0,
labeled,534,RL,7175,Pave,AllPub,Gtl,1Story,1984.0,1984,Gable,CBlock,744,GasA,Y,SBrkr,752,0,752,1,1,2,1,4,0,Attchd,1984.0,Unf,1,264,Y,0,0,0,,125000.0,
labeled,535,RL,6993,Pave,AllPub,Gtl,1Story,1961.0,1994,Gable,CBlock,912,GasA,Y,SBrkr,1236,0,1236,0,1,3,1,6,1,Attchd,1961.0,Unf,1,288,Y,0,0,0,,135000.0,
labeled,536,RL,5687,Pave,AllPub,Gtl,2Story,1912.0,2000,Gable,PConc,780,GasA,N,SBrkr,936,780,1716,1,2,6,1,9,0,,,,0,0,N,184,0,0,,135900.0,
labeled,537,RL,12003,Pave,AllPub,Gtl,2Story,2009.0,2010,Gable,PConc,774,GasA,Y,,774,1194,1968,0,2,4,1,8,1,BuiltIn,2009.0,Fin,3,680,Y,75,0,0,,269500.0,
labeled,538,RL,7200,Pave,AllPub,Gtl,1Story,1950.0,1950,Hip,CBlock,0,GasA,Y,SBrkr,1048,0,1048,0,1,3,1,7,0,Detchd,1950.0,Unf,2,420,Y,27,0,0,,98300.0,
labeled,539,RL,6897,Pave,AllPub,Gtl,1Story,1962.0,2010,Gable,CBlock,1040,GasA,Y,SBrkr,1040,0,1040,1,1,3,1,6,0,Detchd,1962.0,Unf,1,260,Y,104,0,0,,127000.0,
labeled,540,RL,14006,Pave,AllPub,Gtl,2Story,2002.0,2002,Gable,PConc,936,GasA,Y,SBrkr,936,840,1776,0,2,3,1,7,1,Attchd,2002.0,RFn,2,474,Y,96,0,0,,192500.0,
labeled,541,RL,10395,Pave,AllPub,Gtl,SLvl,1978.0,1978,Gable,CBlock,1032,GasA,Y,SBrkr,1032,0,1032,0,2,3,1,6,1,Attchd,1978.0,Unf,2,564,Y,0,0,0,Shed,148000.0,
labeled,542,RL,9600,Pave,AllPub,Gtl,1Story,1959.0,1959,Gable,CBlock,1041,GasA,Y,SBrkr,1041,0,1041,1,1,3,1,6,0,Attchd,1959.0,RFn,1,270,Y,88,0,0,,124500.0,
labeled,543,RL,14191,Pave,AllPub,Gtl,2Story,2002.0,2002,Gable,PConc,967,GasA,Y,,993,915,1908,0,2,4,1,9,0,Attchd,2002.0,Fin,2,431,Y,0,0,0,,202900.0,
labeled,544,FV,2280,Pave,AllPub,Gtl,2Story,1999.0,1999,Gable,PConc,744,GasA,Y,SBrkr,757,744,1501,0,2,3,1,6,0,Detchd,1999.0,Unf,2,440,Y,0,0,0,,179400.0,
labeled,545,RL,17043,Pave,AllPub,Gtl,1Story,1979.0,1998,Gable,CBlock,1362,GasA,Y,SBrkr,1586,0,1586,0,2,3,1,7,1,Attchd,1979.0,Unf,2,435,Y,0,0,0,,181000.0,
labeled,546,RM,6240,Pave,AllPub,Gtl,1.5Fin,1930.0,1992,Gable,PConc,1078,GasA,Y,SBrkr,1128,445,1573,0,2,3,1,8,1,Detchd,1930.0,Unf,2,360,P,0,0,0,,162900.0,
labeled,547,RM,4438,Pave,AllPub,Gtl,1Story,2004.0,2004,Gable,PConc,848,GasA,Y,SBrkr,848,0,848,1,1,1,1,3,1,Attchd,2004.0,RFn,2,420,Y,0,0,0,,149000.0,
labeled,548,FV,7050,Pave,AllPub,Gtl,2Story,2001.0,2001,Gable,PConc,1057,GasA,Y,SBrkr,1057,872,1929,1,2,3,1,7,1,Attchd,2001.0,Fin,2,650,Y,235,0,0,,226000.0,
labeled,549,RL,7000,Pave,AllPub,Gtl,1Story,1960.0,2002,Gable,CBlock,1010,GasA,Y,SBrkr,1134,0,1134,0,1,2,1,6,0,Attchd,1960.0,RFn,1,254,Y,16,0,0,,135000.0,
labeled,550,RL,11700,Pave,AllPub,Gtl,2Story,1968.0,1968,Gable,CBlock,727,GasA,Y,SBrkr,829,727,1556,0,1,4,1,8,0,Attchd,1968.0,Unf,2,441,Y,0,0,0,,154000.0,
labeled,551,RL,10240,Pave,AllPub,Gtl,1Story,1980.0,1980,Gable,CBlock,1686,GasA,Y,SBrkr,1686,0,1686,1,2,3,1,7,1,Attchd,1980.0,Unf,2,612,Y,131,0,0,,207500.0,
labeled,552,RL,13651,Pave,AllPub,Gtl,1Story,1973.0,1973,Gable,CBlock,2223,GasA,Y,SBrkr,2223,0,2223,1,2,3,1,8,2,Attchd,1973.0,Fin,2,516,Y,0,0,0,,244000.0,
labeled,553,RL,8385,Pave,AllPub,Gtl,SLvl,1977.0,1977,Gable,CBlock,985,GasA,Y,SBrkr,985,0,985,0,2,3,1,6,0,Attchd,1977.0,Unf,1,328,Y,0,0,0,,149900.0,
labeled,554,RL,10800,Pave,AllPub,Gtl,1.5Fin,1900.0,1970,Gable,CBlock,954,GasA,N,FuseA,1766,648,2414,0,2,3,2,10,1,Attchd,1970.0,Unf,2,520,N,0,0,0,,160000.0,
labeled,555,RL,7153,Pave,AllPub,Gtl,2Story,1992.0,1992,Gable,PConc,761,GasA,Y,SBrkr,810,793,1603,0,2,3,1,7,0,Attchd,1992.0,RFn,2,484,Y,124,0,0,,175900.0,
labeled,556,RL,8521,Pave,AllPub,Gtl,1Story,1967.0,1967,Gable,CBlock,912,GasA,Y,SBrkr,912,0,912,0,1,3,1,5,1,Detchd,1974.0,Unf,1,336,Y,0,0,0,,125000.0,
labeled,557,RL,9084,Pave,AllPub,Gtl,2Story,1998.0,1998,Hip,PConc,935,GasA,Y,SBrkr,955,677,1632,0,2,3,1,8,1,Attchd,1998.0,Fin,2,462,Y,28,0,0,,176500.0,
labeled,558,RL,7000,Pave,AllPub,Gtl,1Story,1978.0,2005,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,1,1,3,1,6,0,Attchd,1978.0,Unf,1,336,Y,0,0,0,,136500.0,
labeled,559,FV,5105,Pave,AllPub,Gtl,2Story,2004.0,2004,Gable,PConc,551,GasA,Y,SBrkr,551,551,1102,0,2,2,1,4,0,Detchd,2004.0,Unf,2,480,Y,60,0,0,,148800.0,
labeled,560,RL,10500,Pave,AllPub,Gtl,1Story,1971.0,1971,Gable,CBlock,864,GasA,Y,SBrkr,864,0,864,0,1,3,1,5,1,,,,0,0,Y,0,0,0,,115000.0,
labeled,561,RL,8176,Pave,AllPub,Gtl,1Story,1958.0,1992,Gable,CBlock,1056,GasA,Y,SBrkr,1056,0,1056,1,1,3,1,6,0,Attchd,1958.0,RFn,1,308,Y,0,0,0,,139000.0,
labeled,562,RL,9600,Pave,AllPub,Gtl,SLvl,1976.0,1994,Hip,CBlock,528,GasA,Y,SBrkr,1094,761,1855,0,2,3,1,7,1,Attchd,1976.0,RFn,2,512,Y,100,0,0,,187000.0,
labeled,563,RL,13300,Pave,AllPub,Gtl,1Story,1956.0,2000,Hip,CBlock,928,GasA,Y,SBrkr,928,0,928,0,1,2,1,4,0,Attchd,1956.0,Unf,1,252,Y,0,156,0,,132000.0,
labeled,564,RL,9525,Pave,AllPub,Gtl,1.5Fin,1954.0,1972,Gable,CBlock,994,GasA,Y,SBrkr,1216,639,1855,0,2,4,1,7,0,Attchd,1954.0,Unf,1,325,Y,0,0,0,,136900.0,
labeled,565,RL,10628,Pave,AllPub,Gtl,1Story,1970.0,1970,Flat,CBlock,1277,GasA,Y,SBrkr,1277,0,1277,1,1,2,1,5,1,Attchd,1970.0,Unf,2,526,Y,0,0,0,,167000.0,
labeled,566,RL,11600,Pave,AllPub,Gtl,2Story,1960.0,1960,Gable,CBlock,1105,GasA,Y,FuseA,1105,1169,2274,0,2,5,2,12,0,Detchd,1960.0,Unf,2,480,Y,0,0,0,,154300.0,
labeled,567,RL,8760,Pave,AllPub,Gtl,1Story,1959.0,1959,Hip,CBlock,1194,GasA,Y,SBrkr,1194,0,1194,1,1,3,1,6,0,Attchd,1959.0,RFn,1,312,Y,0,120,0,,148000.0,
labeled,568,RL,4712,Pave,AllPub,Mod,1.5Fin,1946.0,1950,Gable,CBlock,747,GasA,Y,SBrkr,774,456,1230,1,1,3,1,5,0,Detchd,1946.0,Unf,1,305,Y,57,0,0,,121600.0,
labeled,569,RL,8899,Pave,AllPub,Gtl,1Story,2007.0,2007,Gable,PConc,1340,GasA,Y,SBrkr,1340,0,1340,0,2,3,1,6,0,Attchd,2007.0,Fin,2,396,Y,30,0,0,,181134.0,
labeled,570,RL,10382,Pave,AllPub,Gtl,2Story,1973.0,1973,Gable,CBlock,1107,GasA,Y,SBrkr,1107,983,2090,1,2,3,1,7,2,Attchd,1973.0,RFn,2,484,Y,204,228,0,Shed,200000.0,
labeled,571,RL,15384,Pave,AllPub,Gtl,2Story,2004.0,2005,Gable,PConc,788,GasA,Y,,788,702,1490,1,2,3,1,8,1,Attchd,2004.0,Fin,2,388,Y,75,0,0,,184000.0,
labeled,572,RL,9245,Pave,AllPub,Gtl,2Story,2006.0,2006,Gable,PConc,939,GasA,Y,,939,858,1797,0,2,3,1,8,0,Attchd,2006.0,RFn,2,639,Y,53,0,0,,213500.0,
labeled,573,RL,14154,Pave,AllPub,Gtl,2Story,2006.0,2006,Gable,PConc,1063,GasA,Y,SBrkr,1071,1101,2172,0,2,3,1,9,1,Attchd,2006.0,RFn,3,947,Y,62,0,0,,280000.0,
labeled,574,RL,10678,Pave,AllPub,Gtl,1.5Fin,1992.0,2000,Hip,PConc,1683,GasA,Y,SBrkr,2129,743,2872,0,2,4,1,9,1,Attchd,1992.0,Fin,2,541,Y,33,0,0,,285000.0,
labeled,575,RL,8480,Pave,AllPub,Gtl,1.5Fin,1947.0,1950,Gable,CBlock,832,GasA,Y,SBrkr,832,384,1216,0,1,2,1,6,0,Detchd,1947.0,Unf,1,336,Y,0,102,0,,118500.0,
labeled,576,RL,12257,Pave,AllPub,Gtl,2Story,1995.0,1995,Gable,PConc,1318,GasA,Y,SBrkr,1328,1203,2531,0,2,4,1,9,1,Attchd,1995.0,RFn,3,752,Y,98,0,0,,290000.0,
labeled,577,RL,12243,Pave,AllPub,Gtl,1Story,1971.0,1971,Gable,CBlock,1484,GasA,Y,SBrkr,1484,0,1484,0,2,3,1,7,1,Attchd,1971.0,Unf,2,487,Y,0,0,0,,175000.0,
labeled,578,RL,12155,Pave,AllPub,Gtl,1Story,1970.0,1970,Gable,CBlock,1657,GasA,Y,SBrkr,1657,0,1657,0,2,3,1,7,1,Attchd,1970.0,Unf,2,484,Y,0,0,0,,163500.0,
labeled,579,RM,8472,Grvl,AllPub,Mod,1Story,1963.0,1963,Gable,CBlock,816,GasA,N,SBrkr,816,0,816,1,1,2,1,5,0,CarPort,1963.0,Unf,2,516,Y,0,0,0,,110000.0,
labeled,580,RL,7018,Pave,AllPub,Gtl,SFoyer,1979.0,1979,Gable,CBlock,1086,GasA,Y,SBrkr,1224,0,1224,2,0,2,2,6,2,Detchd,1979.0,Unf,2,528,Y,0,0,0,,153337.0,
labeled,581,FV,2544,Pave,AllPub,Gtl,2Story,2005.0,2005,Gable,PConc,600,GasA,Y,,520,623,1223,0,2,2,1,4,0,Detchd,2005.0,RFn,2,480,Y,166,0,0,,147400.0,
labeled,582,RL,9600,Pave,AllPub,Gtl,1Story,1950.0,2007,Gable,CBlock,1113,GasA,Y,SBrkr,1113,0,1113,0,1,3,1,5,1,Attchd,1950.0,Unf,1,264,Y,80,120,0,,147000.0,
labeled,583,RL,7301,Pave,AllPub,Gtl,SFoyer,2003.0,2003,Gable,Slab,0,GasA,Y,SBrkr,495,1427,1922,0,3,4,1,7,1,BuiltIn,2003.0,RFn,2,672,Y,0,177,0,,198500.0,
labeled,584,RL,10152,Pave,AllPub,Gtl,1Story,1956.0,1956,Hip,CBlock,1048,GasA,Y,SBrkr,1048,0,1048,1,1,3,1,6,0,Attchd,1956.0,Unf,1,286,Y,20,0,0,,135000.0,
labeled,585,RM,7758,Pave,AllPub,Gtl,1.5Fin,1931.0,1950,Gable,PConc,1040,GasA,Y,FuseF,1226,592,1818,0,1,4,1,7,2,Detchd,1951.0,Unf,1,240,Y,0,0,0,,169500.0,
labeled,586,RL,14774,Pave,AllPub,Gtl,2Story,1999.0,1999,Gable,PConc,1393,GasA,Y,SBrkr,1422,1177,2599,0,2,4,1,10,1,BuiltIn,1999.0,Fin,3,779,Y,30,0,0,,333168.0,
labeled,587,RL,9638,Pave,AllPub,Gtl,1.5Fin,1919.0,1990,Gable,PConc,804,GasA,Y,SBrkr,1699,748,2447,0,2,4,1,10,1,Detchd,1969.0,Unf,1,336,Y,0,42,0,,169000.0,
labeled,588,RL,9130,Pave,AllPub,Gtl,2Story,1966.0,2000,Hip,CBlock,800,GasA,Y,SBrkr,800,832,1632,0,1,4,1,7,0,Attchd,1966.0,Unf,2,484,Y,40,0,0,,173000.0,
labeled,589,FV,2651,Pave,AllPub,Gtl,2Story,2000.0,2000,Gable,PConc,673,GasA,Y,SBrkr,673,709,1382,1,2,3,1,6,0,Detchd,2000.0,Unf,2,490,Y,50,0,0,,165000.0,
labeled,590,RL,11175,Pave,AllPub,Gtl,1Story,2007.0,2007,Gable,PConc,1316,GasA,Y,,1316,0,1316,0,2,3,1,6,1,Attchd,2007.0,Fin,2,440,Y,20,0,0,,200141.0,
labeled,591,FV,7200,Pave,AllPub,Gtl,1Story,2006.0,2006,Gable,PConc,1262,GasA,Y,SBrkr,1262,0,1262,0,2,2,1,5,0,Attchd,2006.0,Fin,2,572,Y,120,0,0,,185000.0,
labeled,592,RL,16466,Pave,AllPub,Gtl,1.5Fin,1955.0,1955,Gable,PConc,816,GasA,Y,SBrkr,872,521,1393,0,1,3,1,8,0,Attchd,1955.0,Unf,1,300,Y,0,0,0,,135500.0,
labeled,593,RL,8190,Pave,AllPub,Gtl,1Story,1954.0,1954,Hip,CBlock,948,GasA,Y,SBrkr,948,0,948,1,1,3,1,5,1,Detchd,1956.0,Unf,1,280,Y,36,0,0,,119000.0,
labeled,594,FV,11003,Pave,AllPub,Gtl,2Story,2008.0,2008,Gable,PConc,1017,GasA,Y,SBrkr,1026,981,2007,1,2,3,1,10,1,Attchd,2008.0,Fin,3,812,Y,52,0,0,,310000.0,
