Price,Year,Kms,Miles,Fuel,Transmission,Owner,Seller,Drivetrain,Length,Width,Height,Seating
10640,2021,24000,14912.904,Petrol,Manual,First,Individual,FWD,3971,1682,1469,5
5488,2017,82000,50952.422,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
11703.9888,2016,78000,48466.938,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
12600,2019,50000,31068.55,Petrol,Automatic,First,Individual,FWD,4370,1700,1475,5
21840,2014,24000,14912.904,Diesel,Automatic,Second,Individual,FWD,3982,1727,1425,5
2912,2009,77000,47845.567,Petrol,Manual,Second,Individual,FWD,4160,1690,1530,5
1848,2009,55000,34175.405,Petrol,Manual,First,Individual,FWD,3565,1595,1550,5
5488,2018,66000,41010.486,Petrol,Manual,First,Individual,FWD,3995,1660,1520,5
2072,2012,37000,22990.727,Petrol,Manual,First,Individual,FWD,3620,1475,1460,5
4200,2012,80350,49927.15985,Petrol,Manual,First,Individual,FWD,4440,1695,1485,5
10920,2013,102000,63379.842,Diesel,Automatic,First,Individual,RWD,4596,1770,1447,5
5040,2016,48200,29950.0822,Petrol,Manual,Second,Individual,FWD,3850,1695,1530,5
5151.9888,2015,55000,34175.405,Diesel,Manual,Second,Individual,FWD,3995,1695,1555,5
7840,2020,25000,15534.275,Petrol,Manual,First,Individual,FWD,3995,1775,1505,5
11480,2020,20124,12504.470004,Petrol,Manual,First,Individual,FWD,3971,1682,1469,5
4256,2015,55660,34585.50986,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
9183.9888,2015,94580,58769.26918,Petrol,Automatic,First,Individual,FWD,4659,1814,1476,5
18939.2,2015,45000,27961.695,Petrol,Automatic,Second,Individual,FWD,4417,1804,1494,5
8120,2016,57000,35418.147,Diesel,Manual,First,Individual,FWD,4490,1730,1485,5
8120,2021,45000,27961.695,CNG,Manual,First,Individual,FWD,3805,1680,1520,5
1736,2011,90342,56135.898882,CNG,Manual,Second,Individual,FWD,3495,1475,1460,5
7840,2022,1000,621.371,Petrol,Manual,First,Individual,FWD,3995,1695,1501,5
2632,2011,135000,83885.085,Diesel,Manual,First,Individual,FWD,4370,1700,1475,5
22120,2014,123000,76428.633,Diesel,Manual,Second,Individual,AWD,4705,1840,1850,7
9072,2012,47531,29534.385001,Diesel,Manual,First,Individual,AWD,4585,1890,1785,7
15120,2019,79000,49088.309,Diesel,Manual,Second,Individual,FWD,4315,1800,1645,5
5040,2011,95000,59030.245,Diesel,Manual,First,Individual,RWD,4430,1817,1975,8
2800,2011,53000,32932.663,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
9183.9888,2020,30000,18641.13,Diesel,Manual,First,Individual,FWD,3985,1734,1505,5
30128,2017,65000,40389.115,Diesel,Automatic,First,Individual,AWD,4795,1855,1835,7
13888,2018,300000,186411.3,Diesel,Automatic,First,Individual,FWD,4270,1780,1665,5
8848,2016,63088,39201.053648,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
1680,2008,62000,38525.002,Petrol,Manual,Second,Individual,FWD,3565,1595,1550,5
4368,2014,81000,50331.051,Diesel,Manual,First,Individual,FWD,3995,1660,1520,5
4312,2011,73000,45360.083,Petrol,Manual,First,Individual,FWD,4370,1700,1475,5
40880,2019,34000,21126.614,Diesel,Automatic,First,Individual,AWD,4892,1860,1837,7
6126.4,2013,36623,22756.470133,Petrol,Manual,First,Individual,FWD,4370,1700,1475,5
14504,2018,30000,18641.13,Petrol,Automatic,First,Individual,FWD,4270,1780,1665,5
2800,2011,64000,39767.744,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
18704,2019,39000,24233.469,Petrol,Automatic,Second,Individual,FWD,4620,1775,1475,5
9968,2017,70000,43495.97,Diesel,Manual,Second,Individual,FWD,3995,1790,1640,5
26656,2019,36000,22369.356,Diesel,Automatic,Second,Individual,FWD,4456,1796,1416,5
8680,2018,40000,24854.84,Petrol,Automatic,First,Individual,FWD,3995,1745,1510,5
5600,2014,62000,38525.002,Diesel,Manual,First,Individual,FWD,3987,1698,1483,5
7560,2011,97000,60272.987,Diesel,Automatic,First,Individual,RWD,4596,2020,1447,5
5880,2014,43550,27060.70705,Petrol,Manual,First,Individual,FWD,3970,1682,1453,5
9520,2019,28000,17398.388,Diesel,Manual,First,Individual,FWD,3998,1765,1647,5
4368,2018,47874,29747.515254,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
10808,2018,87001,54059.898371,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
10920,2013,72000,44738.712,Diesel,Automatic,First,Individual,AWD,4755,1900,1785,7
33880,2019,59000,36660.889,Diesel,Automatic,First,Individual,RWD,4454,2044,1545,5
15568,2014,85900,53375.7689,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
10640,2022,10000,6213.71,Petrol,Automatic,First,Individual,FWD,3995,1735,1515,5
4591.9888,2014,55000,34175.405,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
6440,2017,69508,43190.255468,Diesel,Manual,Second,Individual,FWD,3995,1682,1483,5
16240,2022,2500,1553.4275,Diesel,Manual,First,Individual,FWD,4549,1748,1489,5
18480,2014,53089,32987.965019,Petrol,Automatic,Second,Individual,RWD,4868,1854,1470,5
9217.6,2018,90000,55923.39,Petrol,Automatic,First,Individual,FWD,4490,1730,1485,5
23464,2021,23000,14291.533,Diesel,Manual,First,Individual,FWD,4598,1894,1706,5
3752,2016,64000,39767.744,Diesel,Manual,Second,Individual,FWD,3765,1660,1520,5
7268.8,2020,52236,32457.935556,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
4480,2013,76000,47224.196,Petrol,Manual,First,Individual,FWD,4440,1695,1485,5
15400,2013,97000,60272.987,Diesel,Manual,First,Individual,RWD,4705,1840,1850,7
13328,2018,76000,47224.196,Diesel,Automatic,First,Individual,FWD,4270,1780,1630,5
21616,2021,15000,9320.565,Diesel,Manual,First,Individual,FWD,4598,1894,1706,5
11088,2015,98000,60894.358,Diesel,Manual,First,Individual,RWD,4585,1765,1760,7
8120,2017,36597,22740.314487,Petrol,Manual,Second,Individual,FWD,3985,1734,1505,5
6440,2015,48000,29825.808,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
35840,2016,55000,34175.405,Diesel,Automatic,Second,Individual,AWD,4600,2069,1690,7
31920,2022,16000,9941.936,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
8120,2016,53000,32932.663,Petrol,Manual,First,Individual,FWD,4296,1695,1685,7
4256,2013,35000,21747.985,Diesel,Manual,First,Individual,FWD,4425,1695,1505,5
4871.9888,2014,50000,31068.55,Petrol,Automatic,First,Individual,FWD,3990,1680,1505,5
4760,2016,52600,32684.1146,Petrol,Manual,First,Individual,FWD,3971,1682,1469,5
7560,2020,25000,15534.275,Petrol,Manual,First,Individual,FWD,3995,1695,1501,5
4468.8,2014,74000,45981.454,Petrol,Manual,First,Individual,FWD,3995,1660,1520,5
7672,2015,85000,52816.535,Diesel,Automatic,First,Individual,FWD,4384,1699,1466,5
10528,2021,35000,21747.985,Petrol,Manual,First,Corporate,FWD,4390,1699,1467,5
30128,2016,57000,35418.147,Diesel,Automatic,First,Individual,AWD,4629,1898,1653,5
14056,2021,10000,6213.71,Petrol,Manual,First,Corporate,FWD,4440,1695,1495,5
4368,2014,46000,28583.066,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
5880,2014,64000,39767.744,Diesel,Manual,Second,Individual,FWD,4370,1700,1475,5
38640,2022,4600,2858.3066,Petrol,Automatic,First,Individual,AWD,4318,1805,1548,5
12208,2017,144933,90057.163143,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
3080,2009,80000,49709.68,Petrol,Manual,First,Individual,FWD,4420,1695,1480,5
4871.9888,2015,32545,20222.519195,Petrol,Manual,First,Individual,FWD,3895,1735,1555,5
23407.9888,2019,31000,19262.501,Diesel,Automatic,First,Individual,FWD,4475,1850,1660,5
5600,2015,50000,31068.55,Diesel,Manual,Second,Individual,FWD,3995,1695,1555,5
4480,2015,65000,40389.115,Diesel,Manual,Second,Individual,FWD,3995,1695,1555,5
2520,2012,26000,16155.646,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
10808,2021,27000,16777.017,Diesel,Manual,First,Individual,FWD,3995,1821,1627,5
9240,2017,62000,38525.002,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
2855.9888,2012,17000,10563.307,Petrol,Manual,First,Individual,FWD,3565,1525,1590,5
5880,2015,39234,24378.869814,Diesel,Manual,Second,Individual,RWD,4107,1745,1880,7
3192,2013,72000,44738.712,Diesel,Manual,First,Individual,FWD,3999,1765,1708,5
2575.9888,2011,41215,25609.805765,Diesel,Manual,First,Individual,FWD,3640,1595,1520,5
49280,2020,16519,10264.427549,Petrol,Automatic,First,Corporate,FWD,4425,1863,1652,5
2240,2011,51000,31689.921,Petrol,Manual,Second,Individual,FWD,3620,1475,1460,5
11323.2,2019,74179,46092.679409,Diesel,Automatic,First,Individual,FWD,3995,1790,1640,5
11905.6,2019,31056,19297.297776,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
7560,2016,49148,30539.141908,Petrol,Automatic,Second,Individual,FWD,4265,1695,1685,7
24360,2015,152000,94448.392,Diesel,Automatic,First,Individual,AWD,4629,1898,1653,5
7728,2015,59000,36660.889,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
17080,2016,32000,19883.872,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
5320,2011,72000,44738.712,Petrol,Automatic,First,Individual,FWD,4950,1845,1475,5
12577.6,2017,80000,49709.68,Diesel,Automatic,First,Individual,FWD,4440,1729,1475,5
11088,2019,21894,13604.296674,Petrol,Automatic,First,Individual,FWD,4395,1735,1690,7
5768,2015,63587,39511.117777,Diesel,Manual,First,Individual,FWD,3990,1680,1505,5
9520,2019,32000,19883.872,Petrol,Automatic,First,Individual,FWD,4490,1730,1485,5
9688,2018,53694,33363.894474,Diesel,Manual,Second,Individual,FWD,3995,1790,1640,5
4088,2009,140000,86991.94,Diesel,Manual,Second,Individual,FWD,4160,1690,1530,5
37968,2015,91100,56606.8981,Diesel,Automatic,First,Individual,AWD,5120,1934,1850,7
16240,2014,58000,36039.518,Diesel,Automatic,Second,Individual,FWD,4915,1874,1455,5
7280,2015,104000,64622.584,Diesel,Manual,First,Individual,RWD,4456,1820,1930,8
13160,2013,50000,31068.55,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
3640,2017,56000,34796.776,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
5880,2014,48000,29825.808,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
13720,2021,23000,14291.533,Petrol,Manual,First,Individual,FWD,4395,1735,1690,7
47040,2021,5600,3479.6776,Diesel,Automatic,UnRegistered Car,Individual,FWD,4549,1796,1446,5
6160,2015,33000,20505.243,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
14280,2019,58900,36598.7519,Diesel,Manual,First,Individual,FWD,4270,1780,1665,5
43680,2016,20000,12427.42,Diesel,Automatic,First,Individual,AWD,4600,2069,1690,7
4871.9888,2019,32000,19883.872,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
8680,2017,71000,44117.341,Petrol,Manual,First,Individual,FWD,4296,1695,1685,7
2072,2008,61000,37903.631,Petrol,Automatic,Third,Individual,FWD,3565,1595,1550,5
6272,2017,29000,18019.759,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
11200,2014,158690,98605.36399,Diesel,Manual,Second,Individual,RWD,4585,1760,1760,7
7112,2016,92000,57166.132,Diesel,Manual,Second,Individual,FWD,4490,1730,1485,5
7280,2020,42000,26097.582,Petrol,Manual,First,Individual,FWD,3995,1735,1515,5
3864,2019,60969,37884.368499,Petrol,Manual,First,Individual,FWD,3785,1635,1485,5
9688,2017,93000,57787.503,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
15456,2014,100000,62137.1,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
6552,2018,31000,19262.501,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
7728,2020,55000,34175.405,Petrol,Manual,First,Individual,FWD,3995,1745,1510,5
4256,2018,68320,42452.06672,CNG,Manual,First,Individual,FWD,3599,1495,1700,5
9520,2018,65000,40389.115,Diesel,Manual,First,Individual,RWD,4788,1903,1791,7
19600,2013,95000,59030.245,Diesel,Manual,Second,Individual,AWD,4705,1840,1850,7
3080,2013,85785,53304.311235,Diesel,Manual,Second,Individual,FWD,3775,1680,1620,5
7728,2018,38000,23612.098,Petrol,Manual,First,Individual,FWD,4390,1699,1467,5
12656,2020,12905,8018.792755,Petrol,Manual,First,Individual,FWD,3995,1775,1505,5
25704,2019,26000,16155.646,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
45920,2021,9000,5592.339,Petrol,Automatic,First,Individual,FWD,4549,1796,1446,5
8120,2018,65000,40389.115,Diesel,Manual,Second,Individual,FWD,3994,1811,1607,5
6664,2019,48000,29825.808,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
3248,2011,91000,56544.761,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
12096,2020,52000,32311.292,Diesel,Manual,First,Individual,FWD,3995,1821,1627,5
3348.8,2013,90000,55923.39,Diesel,Manual,Third,Individual,FWD,4265,1695,1510,5
4368,2014,67000,41631.857,Petrol,Automatic,First,Individual,FWD,3990,1680,1505,5
9800,2015,67000,41631.857,Diesel,Manual,First,Individual,RWD,4456,1820,1995,8
13160,2021,37556,23336.209276,Diesel,Manual,First,Individual,FWD,3995,1770,1605,5
2912,2012,54000,33554.034,Petrol,Manual,First,Individual,FWD,3620,1475,1460,5
7280,2019,42000,26097.582,Petrol,Manual,First,Individual,FWD,3990,1680,1505,5
7000,2017,55000,34175.405,Petrol,Manual,First,Individual,FWD,3995,1682,1483,5
19320,2019,23952,14883.078192,Diesel,Manual,First,Individual,FWD,4655,1835,1760,5
3348.8,2015,92000,57166.132,CNG,Manual,Second,Individual,FWD,3599,1495,1700,5
4200,2013,34000,21126.614,Petrol,Automatic,First,Individual,FWD,3585,1595,1550,5
7156.8,2020,44300,27526.7353,Petrol,Automatic,First,Individual,FWD,3695,1600,1560,5
6619.2,2015,65000,40389.115,Diesel,Manual,First,Individual,FWD,4490,1730,1485,5
47040,2018,102000,63379.842,Diesel,Automatic,First,Individual,AWD,4819,2141,1796,5
2800,2009,110000,68350.81,Petrol,Automatic,First,Individual,FWD,4420,1695,1480,5
15668.8,2021,11000,6835.081,Petrol,Manual,First,Individual,FWD,4315,1800,1645,5
8288,2020,39000,24233.469,CNG,Manual,First,Individual,FWD,3995,1680,1520,5
1960,2009,65000,40389.115,Petrol,Manual,Second,Individual,FWD,3565,1595,1550,5
17920,2013,80000,49709.68,Diesel,Automatic,Second,Individual,RWD,4899,2094,1464,5
2800,2017,132683,82445.368393,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
7000,2017,81000,50331.051,Diesel,Manual,First,Individual,FWD,4315,1822,1695,5
6440,2015,50599,31440.751229,Petrol,Manual,Second,Individual,FWD,3850,1695,1530,5
31360,2017,29000,18019.759,Diesel,Automatic,Second,Individual,RWD,4454,2044,1545,5
8792,2018,23000,14291.533,Petrol,Automatic,First,Individual,FWD,3955,1694,1544,5
21840,2016,84878,52740.727738,Diesel,Automatic,Second,Individual,AWD,4385,1831,1608,5
22388.7888,2019,71063,44156.487373,Diesel,Manual,First,Individual,RWD,4735,1830,1795,8
5320,2016,69001,42875.220371,Petrol,Manual,First,Individual,FWD,3999,1765,1708,5
4648,2014,62000,38525.002,Diesel,Manual,Second,Individual,FWD,4370,1700,1475,5
4200,2012,82000,50952.422,Diesel,Manual,First,Individual,FWD,3995,1710,1505,5
3360,2011,49200,30571.4532,Petrol,Manual,First,Individual,FWD,4265,1695,1510,5
16800,2021,8000,4970.968,Petrol,Manual,Second,Individual,AWD,3985,1820,1844,4
10920,2019,58000,36039.518,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
4144,2015,64000,39767.744,Petrol,Manual,First,Individual,FWD,3545,1490,1475,5
2800,2012,48568,30178.746728,Petrol,Manual,First,Individual,FWD,3585,1595,1550,5
35280,2014,66500,41321.1715,Diesel,Automatic,First,Individual,RWD,5252,1899,1457,5
12488,2018,58590,36406.12689,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
1456,2009,59000,36660.889,Petrol,Manual,Second,Individual,FWD,3565,1595,1550,5
3348.8,2013,47000,29204.437,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
3360,2014,40000,24854.84,Petrol,Manual,First,Individual,FWD,3995,1710,1505,5
37240,2021,13092,8134.989132,Petrol,Automatic,First,Individual,FWD,4869,1864,1469,5
21840,2016,57057,35453.565147,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
5600,2015,90000,55923.39,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
6664,2015,45000,27961.695,Petrol,Manual,First,Individual,FWD,3995,1760,1555,5
5431.9888,2018,44000,27340.324,Petrol,Automatic,First,Individual,FWD,3715,1635,1565,5
19040,2021,17000,10563.307,Diesel,Manual,First,Individual,AWD,3985,1820,1855,4
6484.8,2019,50860,31602.92906,Petrol,Manual,First,Individual,FWD,3655,1620,1675,5
42560,2020,20000,12427.42,Diesel,Automatic,First,Individual,RWD,4903,1869,1837,7
36848,2018,51000,31689.921,Diesel,Automatic,First,Individual,RWD,4795,1855,1835,7
47600,2018,24000,14912.904,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
5992,2017,34908,21690.818868,Petrol,Manual,First,Corporate,FWD,3995,1745,1500,5
8680,2017,67000,41631.857,Diesel,Automatic,First,Individual,FWD,4315,1822,1695,5
3864,2014,19000,11806.049,Petrol,Automatic,Second,Individual,FWD,3600,1600,1560,5
38080,2019,30600,19013.9526,Petrol,Automatic,First,Corporate,FWD,4689,1814,1496,5
5880,2016,18800,11681.7748,Petrol,Manual,First,Individual,FWD,3955,1694,1544,5
7280,2016,100000,62137.1,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
12028.8,2017,50050,31099.61855,Petrol,Automatic,First,Individual,FWD,4270,1780,1630,5
19600,2021,14000,8699.194,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
6608,2014,55000,34175.405,Diesel,Manual,Second,Individual,FWD,4331,1822,1671,5
19320,2020,35000,21747.985,Diesel,Manual,First,Individual,FWD,4300,1790,1635,5
7056,2019,20734,12883.506314,Petrol,Automatic,First,Individual,FWD,3695,1600,1560,5
15400,2013,83000,51573.793,Diesel,Manual,First,Individual,RWD,4705,1840,1850,7
4760,2014,75000,46602.825,Diesel,Manual,First,Individual,FWD,3990,1680,1505,5
24595.2,2019,42794,26590.950574,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,8
2800,2009,72256,44897.782976,Petrol,Manual,First,Individual,FWD,4420,1695,1480,5
33040,2018,17300,10749.7183,Diesel,Automatic,First,Individual,FWD,4456,1796,1416,5
11032,2017,68000,42253.228,Diesel,Manual,First,Individual,RWD,4456,1820,1995,8
8400,2019,43600,27091.7756,Petrol,Automatic,First,Individual,FWD,3995,1770,1605,5
5040,2018,43000,26718.953,Petrol,Manual,First,Individual,FWD,3636,1475,1670,5
9508.8,2021,17283,10739.154993,Petrol,Manual,First,Individual,FWD,3995,1790,1640,5
4816,2014,59000,36660.889,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
8288,2017,88000,54680.648,Diesel,Manual,First,Individual,FWD,4296,1695,1685,7
14112,2018,36000,22369.356,Petrol,Automatic,First,Individual,FWD,4270,1780,1665,5
2800,2017,32000,19883.872,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
10920,2018,53300,33119.0743,Petrol,Automatic,First,Individual,FWD,4440,1729,1475,5
46491.2,2022,1,0.621371,Petrol,Automatic,UnRegistered Car,Individual,FWD,4762,1847,1433,5
36400,2020,32005,19886.978855,Diesel,Automatic,Second,Individual,RWD,4454,1798,1545,5
38640,2018,35000,21747.985,Diesel,Automatic,First,Individual,AWD,4892,1860,1837,7
6720,2016,92000,57166.132,Diesel,Manual,Second,Individual,RWD,3995,1835,1839,7
16408,2019,22000,13670.162,Petrol,Automatic,Second,Individual,FWD,4570,1800,1465,5
5320,2014,62000,38525.002,Petrol,Manual,First,Individual,FWD,4370,1700,1475,5
11200,2022,4000,2485.484,Petrol,Automatic,Second,Individual,FWD,3991,1750,1605,5
20720,2016,72000,44738.712,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
6384,2015,60798,37778.114058,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
8624,2016,20000,12427.42,Petrol,Automatic,First,Individual,FWD,4375,1700,1475,5
11648,2019,18000,11184.678,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
7560,2014,78000,48466.938,Diesel,Manual,Second,Individual,RWD,4430,1817,1975,8
5040,2014,52000,32311.292,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
8960,2022,10000,6213.71,Petrol,Manual,First,Individual,FWD,3845,1735,1530,5
24640,2021,32000,19883.872,Diesel,Manual,First,Individual,RWD,4655,1965,1922,7
12040,2015,138000,85749.198,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
6272,2018,84500,52505.8495,Diesel,Manual,Third,Individual,FWD,3995,1735,1515,5
5040,2016,47000,29204.437,Petrol,Manual,Second,Individual,FWD,3765,1660,1520,5
46760,2018,20000,12427.42,Diesel,Automatic,First,Individual,FWD,4963,1879,1443,5
9072,2018,73000,45360.083,Diesel,Manual,First,Individual,FWD,4440,1729,1475,5
21000,2011,72000,44738.712,Petrol,Automatic,First,Individual,RWD,5246,1899,1494,4
5824,2015,42000,26097.582,Petrol,Automatic,First,Individual,FWD,3955,1694,1544,5
4760,2015,36528,22697.439888,Diesel,Manual,Third,Individual,FWD,3850,1695,1530,5
3640,2012,30000,18641.13,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
21840,2016,79000,49088.309,Diesel,Automatic,First,Individual,AWD,4644,1891,1713,5
10640,2018,41000,25476.211,Diesel,Manual,First,Individual,RWD,4456,1820,1930,8
22120,2015,61000,37903.631,Diesel,Automatic,Second,Individual,FWD,4933,1874,1455,5
47040,2017,85000,52816.535,Diesel,Automatic,First,Individual,AWD,4819,2141,1796,5
39200,2019,55000,34175.405,Diesel,Automatic,Second,Individual,RWD,4686,1810,1442,5
4200,2017,45000,27961.695,Petrol,Manual,UnRegistered Car,Individual,FWD,3679,1579,1478,5
20440,2016,58000,36039.518,Diesel,Automatic,First,Individual,FWD,4424,1804,1494,5
19152,2021,4400,2734.0324,Petrol,Automatic,First,Individual,AWD,3985,1820,1844,4
4200,2014,35000,21747.985,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
3192,2016,22346,13885.156366,Petrol,Manual,First,Individual,FWD,3395,1490,1475,5
20720,2021,23280,14465.51688,Petrol,Manual,Second,Individual,AWD,3985,1820,1920,6
6955.2,2013,72000,44738.712,Diesel,Manual,First,Individual,FWD,4265,1695,1685,7
16520,2016,82000,50952.422,Diesel,Automatic,First,Individual,RWD,4695,1815,1840,7
20160,2015,86000,53437.906,Diesel,Automatic,Second,Individual,RWD,4705,1840,1850,7
4468.8,2018,38000,23612.098,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
9968,2015,138314,85944.308494,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
14840,2021,9900,6151.5729,Petrol,Automatic,First,Individual,FWD,4370,1700,1475,5
2788.8,2013,60000,37282.26,Diesel,Manual,First,Individual,RWD,3985,1850,1880,7
5711.9888,2019,48000,29825.808,Petrol,Manual,First,Individual,FWD,3695,1600,1560,5
16240,2018,90000,55923.39,Diesel,Manual,First,Individual,AWD,4395,1818,1640,5
7168,2017,63000,39146.373,Diesel,Manual,First,Individual,FWD,4300,1765,1590,5
3348.8,2017,65822,40899.881962,Diesel,Manual,First,Individual,FWD,3600,1600,1560,5
16744,2011,72100,44800.8491,Diesel,Automatic,Second,Individual,RWD,5226,2120,1479,5
3920,2013,34000,21126.614,Petrol,Manual,First,Individual,FWD,3775,1695,1510,5
15915.2,2017,75000,46602.825,Diesel,Manual,Second,Individual,RWD,4735,1830,1795,7
6664,2017,99000,61515.729,Petrol,Automatic,First,Individual,FWD,3955,1694,1544,5
3931.2,2013,42000,26097.582,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
10920,2017,78000,48466.938,Diesel,Manual,First,Individual,AWD,4585,1890,1785,7
9240,2019,44000,27340.324,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
11760,2017,88757,55151.025847,Diesel,Manual,Second,Individual,RWD,4788,1903,1791,6
22064,2017,85000,52816.535,Diesel,Automatic,Second,Individual,FWD,4385,1831,1608,5
45920,2020,12136,7540.958456,Diesel,Automatic,First,Corporate,FWD,4526,1800,1420,5
17080,2015,49000,30447.179,Diesel,Automatic,First,Individual,FWD,4701,1826,1427,5
46480,2021,6000,3728.226,Petrol,Automatic,First,Individual,FWD,4549,1796,1446,5
8120,2017,64000,39767.744,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
3808,2011,109000,67729.439,Petrol,Manual,Second,Individual,FWD,4540,1760,1480,5
7280,2018,32000,19883.872,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
6384,2019,13000,8077.823,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
13664,2020,35000,21747.985,Diesel,Manual,First,Individual,RWD,4456,1820,1995,7
8960,2017,112000,69593.552,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
7392,2017,40000,24854.84,Petrol,Automatic,First,Individual,FWD,3995,1745,1500,5
6440,2017,53580,33293.05818,Petrol,Manual,First,Individual,FWD,3999,1734,1601,5
2688,2013,51500,32000.6065,Diesel,Manual,Second,Individual,RWD,3985,1850,1880,7
10640,2019,22000,13670.162,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
4692.8,2017,23700,14726.4927,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
8400,2017,48069,29868.682599,Petrol,Automatic,First,Individual,FWD,3995,1695,1555,5
38080,2019,48000,29825.808,Diesel,Automatic,First,Individual,FWD,4726,1842,1427,5
12992,2015,47981,29814.001951,Diesel,Automatic,First,Individual,FWD,4659,1814,1476,5
19600,2021,26000,16155.646,Diesel,Manual,First,Individual,FWD,4500,1790,1675,7
17640,2020,63000,39146.373,Diesel,Automatic,First,Individual,FWD,4315,1800,1645,5
31483.2,2019,71500,44428.0265,Diesel,Automatic,Second,Individual,RWD,4795,1855,1835,7
5320,2016,16630,10333.39973,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
48731.2,2018,36000,22369.356,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
9520,2017,47255,29362.886605,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
12264,2018,50000,31068.55,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
21560,2022,9355,5812.925705,Petrol,Automatic,First,Individual,FWD,4300,1790,1635,5
3416,2018,34800,21623.7108,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
4312,2013,72000,44738.712,Diesel,Manual,Second,Individual,FWD,4331,1822,1671,5
5600,2012,86288,53616.860848,Diesel,Manual,First,Individual,FWD,4386,1699,1466,5
7336,2017,24003,14914.768113,Petrol,Manual,First,Individual,FWD,3955,1694,1544,5
10360,2017,28000,17398.388,Diesel,Manual,First,Individual,FWD,3994,1811,1607,5
7728,2017,65000,40389.115,Diesel,Manual,First,Individual,FWD,3985,1734,1505,5
16800,2019,75000,46602.825,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
7000,2015,45000,27961.695,Diesel,Manual,Second,Individual,FWD,4265,1695,1685,7
9463.9888,2018,71000,44117.341,Diesel,Manual,Second,Individual,FWD,4375,1700,1475,5
