id,split,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
340,labeled,50,self-employed,divorced,tertiary,no,3,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
341,labeled,32,services,married,secondary,yes,-228,yes,yes,cellular,25,jul,123,2,-1,0,unknown,no
342,labeled,32,technician,single,secondary,no,24,no,no,cellular,19,aug,156,2,-1,0,unknown,no
343,labeled,38,management,divorced,tertiary,no,4416,yes,no,unknown,30,may,162,1,-1,0,unknown,no
344,labeled,40,technician,married,secondary,no,100,yes,no,unknown,13,may,134,2,-1,0,unknown,no
345,labeled,31,blue-collar,single,tertiary,no,467,yes,yes,unknown,19,may,147,1,-1,0,unknown,no
346,labeled,45,admin.,married,primary,no,541,no,no,cellular,11,may,8,5,350,3,other,no
348,labeled,30,management,single,tertiary,no,1362,no,no,cellular,20,nov,240,2,-1,0,unknown,no
349,labeled,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,no
351,labeled,83,retired,married,primary,no,431,no,no,telephone,22,jun,883,1,140,1,failure,yes
352,labeled,33,admin.,single,tertiary,no,497,yes,no,cellular,7,may,31,1,363,2,failure,no
353,labeled,48,admin.,single,secondary,no,1156,yes,no,unknown,28,may,357,1,-1,0,unknown,no
354,labeled,31,technician,married,secondary,no,2358,yes,no,unknown,13,may,247,1,-1,0,unknown,no
355,labeled,48,blue-collar,married,secondary,no,326,yes,no,cellular,14,may,24,6,-1,0,unknown,no
356,labeled,26,self-employed,married,tertiary,no,470,yes,no,cellular,9,feb,133,3,-1,0,unknown,no
357,labeled,35,admin.,married,secondary,no,146,yes,yes,cellular,29,jan,41,1,184,7,failure,no
358,labeled,36,technician,divorced,secondary,no,663,yes,yes,cellular,3,apr,190,1,133,1,other,no
360,labeled,53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown,no
361,labeled,34,blue-collar,married,secondary,no,335,yes,yes,unknown,15,may,150,2,-1,0,unknown,no
362,labeled,58,self-employed,married,primary,no,664,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
363,labeled,37,blue-collar,married,secondary,no,2013,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
364,labeled,31,management,married,tertiary,no,6284,no,no,cellular,20,nov,303,2,-1,0,unknown,no
365,labeled,33,technician,married,secondary,no,-198,no,no,cellular,15,may,297,3,-1,0,unknown,no
366,labeled,28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
367,labeled,34,management,single,tertiary,no,-286,yes,no,cellular,19,aug,181,6,-1,0,unknown,no
368,labeled,55,management,married,tertiary,no,179,yes,no,cellular,8,aug,73,6,-1,0,unknown,no
370,labeled,37,management,divorced,tertiary,no,158,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
371,labeled,36,entrepreneur,single,secondary,no,481,no,no,cellular,25,jul,141,3,-1,0,unknown,no
372,labeled,51,technician,married,secondary,no,1483,yes,no,cellular,18,jul,227,2,-1,0,unknown,no
373,labeled,32,technician,divorced,secondary,no,-392,yes,no,unknown,2,jun,180,1,-1,0,unknown,no
374,labeled,53,retired,married,secondary,no,4959,no,no,cellular,6,may,109,1,87,2,failure,no
375,labeled,48,technician,married,secondary,no,10662,no,no,telephone,31,jul,5,3,-1,0,unknown,no
376,labeled,47,services,divorced,secondary,no,167,no,no,unknown,5,may,212,1,-1,0,unknown,no
379,labeled,37,technician,married,secondary,no,4022,yes,no,unknown,26,may,178,5,-1,0,unknown,no
382,labeled,58,technician,married,secondary,no,165,no,no,cellular,12,aug,92,4,-1,0,unknown,no
383,labeled,43,blue-collar,married,secondary,no,624,yes,no,unknown,30,sep,175,1,-1,0,unknown,no
384,labeled,52,technician,married,secondary,no,1790,yes,no,unknown,19,may,144,2,-1,0,unknown,no
385,labeled,34,blue-collar,married,secondary,no,245,yes,no,unknown,29,may,193,6,-1,0,unknown,no
386,labeled,38,management,divorced,secondary,no,-16,no,no,cellular,21,nov,11,4,-1,0,unknown,no
388,labeled,56,admin.,divorced,secondary,yes,-444,yes,yes,unknown,9,may,185,2,-1,0,unknown,no
389,labeled,51,admin.,divorced,secondary,no,349,yes,no,unknown,8,may,186,1,-1,0,unknown,no
390,labeled,32,blue-collar,married,secondary,no,-33,yes,no,cellular,12,may,145,1,-1,0,unknown,no
391,labeled,34,admin.,divorced,secondary,no,1266,yes,no,cellular,15,may,259,3,-1,0,unknown,no
392,labeled,39,unemployed,married,secondary,no,271,yes,no,unknown,3,jun,116,1,-1,0,unknown,no
396,labeled,46,housemaid,married,primary,no,11,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
397,labeled,51,admin.,married,secondary,no,416,yes,yes,cellular,16,oct,95,1,-1,0,unknown,no
398,labeled,60,retired,married,primary,no,2,no,no,cellular,26,aug,63,2,-1,0,unknown,no
399,labeled,60,management,single,tertiary,no,0,no,yes,cellular,23,jul,151,1,-1,0,unknown,no
400,labeled,58,retired,married,secondary,no,414,no,no,cellular,27,aug,104,5,-1,0,unknown,no
402,labeled,29,blue-collar,single,tertiary,no,450,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
403,labeled,38,blue-collar,married,primary,no,2577,no,no,unknown,9,jun,172,1,-1,0,unknown,no
404,labeled,40,technician,single,secondary,no,589,no,yes,cellular,14,aug,87,6,-1,0,unknown,no
405,labeled,38,self-employed,single,secondary,no,1138,yes,no,unknown,21,may,91,2,-1,0,unknown,no
406,labeled,45,technician,single,secondary,no,415,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
407,labeled,35,entrepreneur,single,tertiary,no,139,yes,no,cellular,18,jul,799,2,-1,0,unknown,yes
408,labeled,38,technician,married,secondary,no,4027,yes,no,cellular,19,nov,75,2,177,5,failure,no
409,labeled,37,management,married,tertiary,no,857,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
410,labeled,27,housemaid,married,secondary,no,4853,yes,yes,telephone,23,jul,82,3,-1,0,unknown,no
411,labeled,36,management,single,tertiary,no,1528,yes,no,cellular,8,may,81,3,170,1,failure,no
412,labeled,27,self-employed,single,secondary,no,57,no,no,cellular,29,jan,168,1,-1,0,unknown,no
413,labeled,29,housemaid,single,tertiary,no,21,no,no,cellular,5,feb,110,2,64,2,success,yes
415,labeled,51,self-employed,divorced,primary,no,10923,no,no,cellular,6,may,106,2,-1,0,unknown,no
416,labeled,40,management,married,secondary,no,635,yes,no,cellular,17,apr,74,2,256,1,failure,no
417,labeled,28,technician,single,tertiary,no,106,no,no,cellular,28,jan,321,2,-1,0,unknown,no
418,labeled,47,technician,married,secondary,no,823,yes,no,telephone,18,nov,195,3,112,8,other,no
419,labeled,47,technician,married,secondary,no,66,no,no,cellular,28,aug,118,8,-1,0,unknown,no
420,labeled,31,management,married,tertiary,no,1347,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
421,labeled,35,admin.,single,secondary,no,1819,yes,no,cellular,25,may,65,2,-1,0,unknown,no
422,labeled,40,admin.,single,secondary,no,0,no,no,cellular,7,jul,173,1,-1,0,unknown,no
423,labeled,40,management,married,tertiary,no,292,yes,no,cellular,23,jul,97,5,-1,0,unknown,no
424,labeled,33,blue-collar,married,secondary,no,324,yes,no,cellular,14,may,178,7,365,5,other,no
425,labeled,25,technician,single,secondary,no,506,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
426,labeled,49,blue-collar,divorced,unknown,no,36,yes,no,cellular,13,may,27,5,-1,0,unknown,no
427,labeled,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,169,1,-1,0,unknown,no
428,labeled,42,entrepreneur,married,primary,yes,62,yes,yes,cellular,6,feb,139,1,-1,0,unknown,no
429,labeled,49,admin.,married,secondary,no,13219,no,yes,telephone,8,jul,77,2,-1,0,unknown,no
430,labeled,38,blue-collar,married,secondary,no,2010,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
431,labeled,53,services,married,secondary,no,-10,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no
432,labeled,41,services,married,secondary,no,102,yes,yes,unknown,13,may,83,7,-1,0,unknown,no
433,labeled,25,technician,married,tertiary,no,907,yes,no,cellular,12,may,185,2,-1,0,unknown,no
435,labeled,36,admin.,married,secondary,no,-417,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
436,labeled,31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230,1,-1,0,unknown,no
437,labeled,69,retired,single,tertiary,no,2147,no,no,cellular,29,jul,417,1,184,4,success,yes
438,labeled,39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,no
440,labeled,39,technician,married,secondary,no,493,no,no,unknown,26,may,289,1,-1,0,unknown,no
442,labeled,35,services,married,secondary,no,190,yes,no,cellular,17,apr,203,1,-1,0,unknown,no
444,labeled,54,management,married,primary,no,3850,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
445,labeled,48,management,married,unknown,no,0,yes,no,cellular,8,may,612,1,344,1,other,no
446,labeled,44,unemployed,married,secondary,no,306,yes,no,unknown,12,may,129,2,-1,0,unknown,no
448,labeled,42,self-employed,divorced,tertiary,no,209,yes,no,cellular,8,may,144,3,-1,0,unknown,no
450,labeled,36,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,332,3,-1,0,unknown,no
451,labeled,39,management,married,tertiary,no,282,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
452,labeled,38,unemployed,married,tertiary,no,2810,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes
453,labeled,30,admin.,single,secondary,no,1004,yes,no,cellular,29,jan,253,1,-1,0,unknown,no
455,labeled,32,management,divorced,tertiary,no,945,no,no,cellular,12,aug,204,2,-1,0,unknown,no
458,labeled,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no
459,labeled,56,services,divorced,secondary,no,997,no,no,cellular,29,jul,88,6,-1,0,unknown,no
461,labeled,45,technician,married,secondary,no,-159,yes,no,cellular,14,jul,287,2,-1,0,unknown,no
462,labeled,51,housemaid,married,primary,no,494,yes,no,unknown,20,may,142,3,-1,0,unknown,no
463,labeled,37,blue-collar,married,secondary,no,191,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
464,labeled,47,admin.,single,secondary,no,3686,no,no,cellular,12,jul,250,2,181,4,success,yes
466,labeled,41,management,married,tertiary,no,660,yes,no,unknown,21,may,253,3,-1,0,unknown,no
469,labeled,36,blue-collar,divorced,secondary,no,-10,no,no,unknown,5,jun,152,2,-1,0,unknown,no
471,labeled,42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown,no
472,labeled,64,management,married,tertiary,no,675,no,no,telephone,22,apr,135,3,-1,0,unknown,no
474,labeled,34,services,divorced,secondary,no,34,no,no,unknown,9,jun,118,1,-1,0,unknown,no
476,labeled,33,blue-collar,married,primary,no,3068,no,no,cellular,18,nov,679,1,-1,0,unknown,no
477,labeled,57,management,married,secondary,no,72,no,yes,telephone,4,feb,140,1,-1,0,unknown,no
478,labeled,45,entrepreneur,married,secondary,no,72,yes,no,unknown,7,may,254,1,-1,0,unknown,no
479,labeled,38,management,married,tertiary,no,1193,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
481,labeled,35,blue-collar,married,secondary,no,-336,yes,no,unknown,8,may,389,2,-1,0,unknown,no
482,labeled,35,self-employed,married,tertiary,no,8643,no,no,cellular,19,nov,140,2,-1,0,unknown,no
483,labeled,38,technician,single,tertiary,no,0,no,no,cellular,28,aug,247,2,-1,0,unknown,no
484,labeled,30,admin.,single,secondary,no,110,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
486,labeled,45,technician,married,secondary,no,105,yes,no,cellular,6,may,108,1,-1,0,unknown,no
487,labeled,23,blue-collar,single,unknown,no,822,yes,no,cellular,18,may,123,1,-1,0,unknown,no
488,labeled,44,management,married,tertiary,no,13895,no,no,unknown,11,jun,29,2,-1,0,unknown,no
489,labeled,33,blue-collar,single,primary,no,-5,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
490,labeled,53,management,married,primary,no,992,no,no,cellular,4,feb,200,3,-1,0,unknown,no
491,labeled,47,blue-collar,married,primary,no,216,yes,yes,unknown,9,jun,168,1,-1,0,unknown,no
493,labeled,31,admin.,single,secondary,no,5517,yes,no,unknown,21,may,132,1,-1,0,unknown,no
494,labeled,32,admin.,divorced,secondary,yes,6,yes,yes,cellular,18,may,82,3,363,2,other,no
495,labeled,34,blue-collar,married,secondary,no,357,yes,no,telephone,19,nov,46,1,182,2,failure,no
497,labeled,50,management,single,tertiary,no,1208,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
498,labeled,33,entrepreneur,married,tertiary,no,585,no,no,cellular,7,aug,22,2,-1,0,unknown,no
501,labeled,49,blue-collar,married,secondary,no,-449,yes,no,cellular,14,may,558,1,-1,0,unknown,yes
502,labeled,38,management,single,tertiary,no,15029,yes,no,cellular,13,may,167,1,174,7,other,no
503,labeled,59,technician,married,secondary,no,2313,no,no,cellular,30,apr,815,1,87,1,other,yes
504,labeled,31,housemaid,single,primary,no,26959,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
505,labeled,32,admin.,single,secondary,no,1651,no,no,cellular,27,may,204,2,-1,0,unknown,no
506,labeled,30,technician,single,tertiary,no,800,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
507,labeled,34,technician,married,secondary,no,54,no,no,cellular,25,aug,132,6,-1,0,unknown,no
508,labeled,44,technician,married,secondary,no,2770,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
509,labeled,47,blue-collar,married,primary,no,231,no,no,cellular,8,aug,293,3,-1,0,unknown,no
510,labeled,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,yes
511,labeled,33,blue-collar,married,secondary,no,-248,yes,yes,unknown,27,may,169,1,-1,0,unknown,no
514,labeled,30,unemployed,married,primary,no,1794,no,no,cellular,19,oct,79,1,-1,0,unknown,no
515,labeled,26,services,single,secondary,no,5531,yes,no,cellular,7,may,582,2,283,4,failure,no
516,labeled,39,admin.,single,secondary,no,170,yes,no,cellular,30,jan,107,2,-1,0,unknown,no
517,labeled,38,blue-collar,married,secondary,no,-386,yes,no,unknown,9,may,412,1,-1,0,unknown,no
518,labeled,45,housemaid,married,primary,no,4985,no,no,unknown,20,jun,48,1,-1,0,unknown,no
522,labeled,58,management,married,tertiary,no,297,no,no,cellular,16,jul,120,4,-1,0,unknown,no
524,labeled,31,blue-collar,single,primary,no,2486,yes,no,cellular,20,apr,14,1,-1,0,unknown,no
525,labeled,35,management,married,secondary,no,1152,yes,no,unknown,27,may,116,3,-1,0,unknown,no
528,labeled,28,blue-collar,single,secondary,no,3412,yes,no,cellular,15,may,22,4,-1,0,unknown,no
529,labeled,31,housemaid,married,primary,no,24,no,no,cellular,21,aug,169,5,-1,0,unknown,no
530,labeled,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
531,labeled,53,management,married,tertiary,no,1349,no,no,cellular,5,aug,129,4,-1,0,unknown,no
532,labeled,59,retired,married,primary,no,38,no,no,cellular,14,aug,78,2,-1,0,unknown,no
533,labeled,46,technician,divorced,secondary,no,3454,yes,no,unknown,14,may,566,2,-1,0,unknown,no
534,labeled,42,blue-collar,married,secondary,no,-914,yes,no,unknown,26,may,115,2,-1,0,unknown,no
535,labeled,35,blue-collar,single,tertiary,no,0,yes,no,cellular,21,jul,262,4,-1,0,unknown,no
537,labeled,35,blue-collar,married,primary,no,295,yes,no,cellular,13,may,135,2,370,2,failure,no
538,labeled,42,housemaid,married,primary,no,14758,no,no,unknown,19,may,107,2,-1,0,unknown,no
539,labeled,32,management,single,tertiary,no,1164,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no
540,labeled,30,blue-collar,married,primary,no,7,yes,yes,telephone,22,jul,80,2,-1,0,unknown,no
541,labeled,40,management,single,secondary,no,193,yes,no,unknown,16,may,71,11,-1,0,unknown,no
542,labeled,49,services,married,secondary,no,5678,no,yes,cellular,4,aug,357,3,-1,0,unknown,no
543,labeled,81,retired,married,secondary,no,6,no,no,cellular,19,aug,65,5,-1,0,unknown,no
544,labeled,39,technician,married,tertiary,no,19,no,no,cellular,28,jan,114,2,-1,0,unknown,no
545,labeled,35,entrepreneur,married,tertiary,no,2725,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
546,labeled,54,technician,married,secondary,no,85,yes,no,cellular,10,jul,140,3,-1,0,unknown,no
547,labeled,34,technician,married,secondary,no,-234,yes,no,cellular,20,apr,187,3,332,3,other,no
549,labeled,77,retired,married,tertiary,no,7795,no,no,telephone,4,may,421,1,92,2,success,yes
552,labeled,55,admin.,married,primary,no,345,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
553,labeled,34,self-employed,married,primary,no,708,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
554,labeled,35,blue-collar,married,primary,no,627,yes,no,unknown,7,may,163,1,-1,0,unknown,no
555,labeled,47,blue-collar,married,primary,no,880,yes,no,cellular,14,may,143,1,370,2,failure,no
557,labeled,56,admin.,divorced,secondary,no,3329,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
558,labeled,42,admin.,divorced,secondary,no,933,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
559,labeled,35,entrepreneur,married,secondary,no,2963,no,no,cellular,4,may,429,4,164,2,failure,yes
560,labeled,27,entrepreneur,single,tertiary,no,78,no,no,cellular,5,feb,197,1,199,3,failure,no
561,labeled,51,self-employed,married,secondary,no,90,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes
562,labeled,46,blue-collar,married,primary,no,318,yes,no,unknown,21,may,526,8,-1,0,unknown,no
563,labeled,46,blue-collar,divorced,primary,no,1706,no,no,unknown,19,jun,110,1,-1,0,unknown,no
564,labeled,34,blue-collar,single,secondary,no,13692,yes,no,unknown,3,jun,115,3,-1,0,unknown,no
565,labeled,34,management,married,tertiary,no,694,no,no,cellular,5,aug,166,1,-1,0,unknown,no
566,labeled,36,blue-collar,married,secondary,no,2360,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
568,labeled,32,technician,married,secondary,no,682,no,no,cellular,20,aug,161,4,-1,0,unknown,no
569,labeled,42,blue-collar,married,primary,no,2526,yes,no,unknown,15,may,262,4,-1,0,unknown,no
570,labeled,27,blue-collar,single,primary,no,-84,yes,no,unknown,30,may,385,5,-1,0,unknown,no
571,labeled,39,blue-collar,married,primary,no,1566,no,no,unknown,17,jun,57,1,-1,0,unknown,no
574,labeled,26,student,single,tertiary,no,289,no,no,cellular,5,mar,87,1,91,2,success,yes
577,labeled,39,services,married,secondary,no,-543,no,no,unknown,6,jun,29,1,-1,0,unknown,no
579,labeled,34,admin.,married,secondary,no,234,yes,no,cellular,31,jul,56,4,-1,0,unknown,no
580,labeled,26,technician,single,secondary,no,8,yes,no,cellular,22,jul,188,2,-1,0,unknown,no
581,labeled,57,retired,married,primary,no,2918,no,yes,telephone,30,jul,78,5,-1,0,unknown,no
582,labeled,32,blue-collar,single,secondary,no,122,yes,no,cellular,17,jul,1275,1,-1,0,unknown,yes
583,labeled,30,technician,single,secondary,no,184,no,no,cellular,25,aug,167,4,-1,0,unknown,no
584,labeled,58,housemaid,married,primary,no,441,yes,no,telephone,28,jul,122,6,-1,0,unknown,no
585,labeled,43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,no
586,labeled,29,management,single,tertiary,no,564,no,no,cellular,16,dec,314,1,195,1,success,yes
587,labeled,41,admin.,married,secondary,no,0,no,no,unknown,20,jun,89,1,-1,0,unknown,no
588,labeled,67,retired,married,tertiary,no,694,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
589,labeled,32,technician,single,tertiary,no,922,no,no,cellular,27,aug,85,7,-1,0,unknown,no
590,labeled,53,technician,married,tertiary,no,3168,no,no,cellular,8,aug,92,2,-1,0,unknown,no
591,labeled,53,entrepreneur,married,tertiary,no,64,no,yes,cellular,29,jan,86,1,-1,0,unknown,no
594,labeled,41,blue-collar,married,primary,no,-1,yes,no,cellular,15,jul,155,2,-1,0,unknown,no
595,labeled,41,blue-collar,single,secondary,yes,-377,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes
596,labeled,45,services,married,secondary,no,1339,no,yes,cellular,8,jul,220,1,-1,0,unknown,no
597,labeled,41,entrepreneur,married,tertiary,no,212,yes,no,unknown,14,may,57,2,-1,0,unknown,no
599,labeled,57,retired,married,primary,no,-469,yes,no,cellular,4,feb,75,1,190,6,failure,no
600,labeled,51,technician,married,secondary,no,12,no,yes,cellular,25,jul,363,6,-1,0,unknown,no
601,labeled,57,retired,married,secondary,no,531,no,yes,cellular,2,feb,49,6,-1,0,unknown,no
